name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Ashley Cummings,F,514101528,2001-07-19,Freshman,School of Arts and Sciences,0,0,['TS' 'JS' 'MRS'],Traditional Residence Hall,4000-6000,6000,"[350573414, 794340638]",5,37820,0
Stephen Myers,M,840344214,2001-02-02,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'NCA'],Suite,6000-8000,8000,"[328158676, 438579965]",5,37861,0
Brandy Garcia MD,F,459229285,2001-11-01,Freshman,School of Social Work,0,0,['MRS' 'SA' 'AH'],Suite,8000-11000,11000,"[705563971, 630635815]",5,37865,0
Samuel Jackson,M,503103737,2003-08-20,Freshman,School of Arts and Sciences,0,0,['MH' 'MRS' 'NCA'],Traditional Residence Hall,4000-6000,6000,"[454304640, 950051532]",5,37892,0
Heidi Lindsey,F,256769107,2000-10-04,Freshman,School of Engineering,0,0,['BS' 'MS' 'BH'],Suite,4000-6000,6000,[219170583],5,37908,0
Thomas Jones,M,694526238,2001-11-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'NCA' 'SA'],Apartment,4000-6000,6000,"[355297096, 811307890]",5,37909,0
Timothy Lee,M,390518425,2004-05-24,Freshman,School of Arts and Sciences,0,0,['JS' 'WS' 'MH'],Traditional Residence Hall,6000-8000,8000,"[739861261, 639429799]",5,37911,0
Jordan Walls,M,147033295,2002-07-19,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Suite,4000-6000,6000,[539821654],5,37943,0
Anthony Olson,M,800481323,2004-11-13,Freshman,School of Engineering,0,0,['RA' 'MH' 'MZH'],Traditional Residence Hall,4000-6000,6000,"[677520244, 247691154]",5,37949,0
Kimberly Bryan,F,398068037,2003-04-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'SA' 'JS'],Apartment,4000-6000,6000,"[419258868, 212232604]",5,37957,0
Derrick Mora,M,796958056,2001-01-19,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'BH'],Apartment,8000-11000,11000,"[832688353, 851624275]",5,37959,0
Benjamin Torres,M,715938332,2005-08-27,Freshman,School of Arts and Sciences,0,0,['MRS' 'SA' 'MS'],Apartment,8000-11000,11000,"[539068557, 409084390]",5,37959,0
Sean Long,M,291662994,2005-07-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'MH'],Suite,6000-8000,8000,[981530650],5,37960,0
Hector Carroll,M,399254976,2004-01-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'NCA'],Suite,4000-6000,6000,"[650019098, 346085458]",5,37977,0
Christopher Boyer,M,102531306,2003-02-09,Freshman,School of Management and Labor Relations,0,0,['BS' 'NCA' 'WS'],Suite,4000-6000,6000,"[368713869, 369331179]",5,37983,0
Travis Wright,M,493154548,2001-04-12,Freshman,Mason Gross School of the Arts,0,0,['RA' 'WS' 'BS'],Apartment,8000-11000,11000,[],5,37985,0
Marcus Fleming,M,887768556,2000-01-23,Freshman,School of Social Work,0,0,['TS' 'RA' 'NCA'],Suite,8000-11000,11000,[906165028],5,37990,0
Jacob Morales,M,498813909,2003-02-24,Freshman,School of Arts and Sciences,0,0,['MS' 'MRS' 'TS'],Apartment,8000-11000,11000,"[713935343, 563763105]",5,37990,0
Carl Thompson,M,403760746,2002-09-05,Freshman,School of Management and Labor Relations,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[601387748, 164220277]",5,38002,0
Jennifer Mcdonald,F,328517873,2000-09-18,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,4000-6000,6000,[576602228],5,38026,0
Cheryl Perry,F,273804584,2002-11-30,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'MRS'],Suite,6000-8000,8000,"[832183991, 595202286]",5,38062,0
Daniel Arroyo,M,297127052,2003-12-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'JS' 'BS'],Suite,4000-6000,6000,"[291817346, 975173592]",5,38085,0
Chris Johnson,M,253325547,2003-09-27,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'AH' 'BS'],Apartment,4000-6000,6000,[],5,38092,0
Aaron Hodges,M,958966664,2005-09-13,Freshman,Mason Gross School of the Arts,0,0,['BS' 'WS' 'NCA'],Suite,4000-6000,6000,[962442220],5,38094,0
Michael Sims,M,361999250,2003-01-28,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'CS'],Apartment,4000-6000,6000,"[991020535, 503193087]",5,38095,0
Stephen Garza,M,218376269,2003-01-03,Freshman,Mason Gross School of the Arts,0,0,['WS' 'AH' 'MS'],Apartment,4000-6000,6000,"[391375946, 518976921]",5,38124,0
Alexander Smith,M,769791708,2005-08-23,Freshman,School of Engineering,0,0,['TS' 'MS' 'MZH'],Suite,8000-11000,11000,"[399741583, 612336142]",5,38125,0
Diana Pearson,F,601521804,2004-06-20,Freshman,School of Engineering,0,0,['MH' 'NCA' 'JS'],Traditional Residence Hall,6000-8000,8000,"[248157469, 898011561]",5,38139,0
Tim Arroyo,M,705330084,2001-02-20,Freshman,School of Engineering,0,0,['MS' 'AH' 'NCA'],Apartment,4000-6000,6000,[895841121],5,38197,0
Kimberly Cherry,F,625377542,2001-12-18,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'MS'],Apartment,4000-6000,6000,[],5,38218,0
Michael Bryan,M,466459111,2001-06-19,Freshman,School of Arts and Sciences,0,0,['WS' 'RA' 'NCA'],Traditional Residence Hall,4000-6000,6000,"[323129230, 605613518]",5,38220,0
Nicholas Adams,M,566551607,2001-10-26,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'SA'],Traditional Residence Hall,4000-6000,6000,"[986821871, 268892639]",5,38224,0
Steven Walker,M,802728143,2000-12-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'SA'],Apartment,4000-6000,6000,[283710329],5,38224,0
Carolyn Aguilar,F,195997938,2003-08-20,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'NCA'],Suite,4000-6000,6000,[],5,38229,0
Amy Townsend,F,857725722,2004-10-20,Freshman,School of Management and Labor Relations,0,0,['BS' 'MS' 'BH'],Suite,8000-11000,11000,"[564427780, 498546626]",5,38235,0
Sherry Morton,F,722252145,2000-01-31,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'RA'],Suite,4000-6000,6000,"[495043949, 107876937]",5,38244,0
Kevin Strickland,M,496657278,2001-02-26,Freshman,School of Management and Labor Relations,0,0,['BH' 'RA' 'MH'],Traditional Residence Hall,4000-6000,6000,"[957915542, 749629260]",5,38245,0
Joseph Anderson,M,323232320,2004-02-06,Freshman,School of Social Work,0,0,['BH' 'SA' 'JS'],Apartment,8000-11000,11000,[],5,38266,0
Howard Marshall,M,582489427,2003-08-12,Freshman,School of Engineering,0,0,['RA' 'SA' 'MRS'],Apartment,4000-6000,6000,"[814396855, 870308313]",5,38271,0
Brittany Sawyer,F,334151580,2001-04-01,Freshman,School of Arts and Sciences,0,0,['JS' 'SA' 'RA'],Apartment,4000-6000,6000,[],5,38272,0
John Lawrence,M,562126905,2004-02-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'SA' 'BS'],Apartment,8000-11000,11000,[979093639],5,38319,0
Tracy Baker,F,390397644,2001-11-21,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'RA'],Suite,4000-6000,6000,[],5,38320,0
Stephanie Young,F,640797938,2000-04-10,Freshman,School of Communication and Information,0,0,['TS' 'MS' 'BS'],Suite,6000-8000,8000,"[110551659, 124409336]",5,38350,0
James Patel,M,798936293,2002-01-24,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Suite,8000-11000,11000,[771492324],5,38351,0
Barbara Ingram,F,832808037,2001-04-07,Freshman,School of Communication and Information,0,0,['MZH' 'BH' 'RA'],Apartment,4000-6000,6000,[431850484],5,38378,0
Anthony Payne,M,815095011,2000-12-29,Freshman,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MS'],Apartment,8000-11000,11000,[287098186],5,38380,0
Tyler Banks,M,567020307,2001-09-16,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'SA'],Suite,6000-8000,8000,[304895572],5,38412,0
James White,M,679994397,2000-06-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'TS' 'NCA'],Suite,6000-8000,8000,"[682517184, 750961556]",5,38433,0
Alison Green,F,774073204,2003-04-05,Freshman,School of Arts and Sciences,0,0,['NCA' 'WS' 'BS'],Apartment,8000-11000,11000,"[837655377, 111323005]",5,38464,0
Robert Myers,M,884256918,2003-04-14,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,4000-6000,6000,[925227680],5,38481,0
Leslie Miller,F,746404603,2000-02-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'TS'],Suite,6000-8000,8000,"[673987690, 107423977]",5,38522,0
Robin Moore,F,464525924,2003-08-08,Freshman,School of Arts and Sciences,0,0,['CS' 'NCA' 'BS'],Apartment,4000-6000,6000,"[421994985, 281379647]",5,38528,0
Joseph Edwards,M,498168855,2004-06-22,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'MZH'],Apartment,4000-6000,6000,"[835443132, 851748010]",5,38539,0
Kimberly Woods,F,896327010,2001-08-18,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'NCA'],Apartment,4000-6000,6000,"[386111086, 785236596]",5,38551,0
Johnny Davis,M,636360501,2003-06-06,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'TS'],Suite,4000-6000,6000,"[332276068, 196436271]",5,38563,0
Amy Conrad,F,579237640,2003-08-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MZH' 'BS'],Apartment,4000-6000,6000,[],5,38578,0
Ernest Nelson,M,646602862,2005-03-31,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'WS'],Traditional Residence Hall,6000-8000,8000,[],5,38586,0
Kenneth Hudson,M,676864167,1999-11-16,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'MS'],Suite,4000-6000,6000,"[202533950, 676265591]",5,38610,0
Justin Fields,M,257736422,2002-08-21,Freshman,School of Management and Labor Relations,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,8000-11000,11000,[337517022],5,38611,0
Laura Miller,F,667099334,2000-11-06,Freshman,School of Communication and Information,0,0,['NCA' 'RA' 'MZH'],Suite,6000-8000,8000,"[164322493, 359689777]",5,38636,0
Paul Richardson,M,899686102,2001-11-16,Freshman,Mason Gross School of the Arts,0,0,['BS' 'TS' 'BH'],Apartment,4000-6000,6000,"[522894206, 904390896]",5,38643,0
Dominique Rodriguez,F,691391491,2001-01-22,Freshman,School of Communication and Information,0,0,['CS' 'SA' 'AH'],Apartment,8000-11000,11000,"[745898400, 886663842]",5,38650,0
Thomas Taylor,M,232258303,2003-05-24,Freshman,School of Engineering,0,0,['BH' 'MRS' 'RA'],Apartment,6000-8000,8000,"[596962715, 636029452]",5,38689,0
Bethany Ramos,F,125540734,2003-03-16,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'JS'],Suite,6000-8000,8000,[732528697],5,38711,0
Brent Howard,M,722196350,2005-07-23,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BH'],Suite,8000-11000,11000,[854374968],5,38714,0
Jennifer Conner,F,921788435,1999-12-22,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'RA' 'NCA'],Traditional Residence Hall,4000-6000,6000,[355565209],5,38716,0
Robert White,M,587425123,2004-04-01,Freshman,School of Social Work,0,0,['WS' 'RA' 'MZH'],Suite,8000-11000,11000,"[700543233, 960672105]",5,38761,0
Stephen Haynes,M,980881619,2002-07-30,Freshman,School of Communication and Information,0,0,['BS' 'RA' 'SA'],Suite,4000-6000,6000,[],5,38770,0
Brian Coleman,M,475916763,2002-11-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'MRS'],Apartment,4000-6000,6000,"[139783449, 738341610]",5,38780,0
Lauren Carlson,F,411120189,2005-07-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'TS' 'NCA'],Traditional Residence Hall,8000-11000,11000,[],5,38791,0
Ashley Doyle,F,694204982,2001-03-17,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Suite,4000-6000,6000,[321250160],5,38810,0
Paula Bell,F,581715165,2001-01-05,Freshman,School of Engineering,0,0,['NCA' 'SA' 'TS'],Apartment,8000-11000,11000,[256668819],5,38833,0
Jesse Flores,M,659770728,2003-01-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MZH' 'MS'],Suite,8000-11000,11000,[237189941],5,38855,0
Brian James,M,752704404,2003-10-10,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'RA'],Suite,4000-6000,6000,"[526567960, 114444654]",5,38859,0
Kyle Patel,M,210470282,2001-12-05,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'BH' 'JS'],Suite,8000-11000,11000,"[299418166, 334187351]",5,38864,0
Jennifer Sheppard,F,471677740,2004-07-21,Freshman,School of Management and Labor Relations,0,0,['AH' 'NCA' 'BS'],Suite,6000-8000,8000,[250115896],5,38871,0
Tammy Navarro,F,797628094,1999-12-24,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'CS'],Apartment,8000-11000,11000,[850922030],5,38873,0
Alisha Williams,F,564837207,2004-07-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,6000-8000,8000,[],5,38891,0
Joseph Friedman,M,198456053,2005-05-03,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'JS' 'MRS'],Suite,8000-11000,11000,[490575080],5,38893,0
Jennifer Steele,F,123023277,2003-08-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'MRS'],Apartment,4000-6000,6000,[],5,38923,0
Alexis Campbell,F,477793015,1999-12-29,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,6000-8000,8000,"[800758341, 568954827]",5,38937,0
Michele Hahn,F,587706767,2001-10-07,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Apartment,8000-11000,11000,[814968100],5,38995,0
Meghan Cooke,F,199465352,2005-05-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'MS'],Suite,4000-6000,6000,"[286034747, 840906857]",5,38997,0
Christopher Collins,M,912840736,2003-04-24,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'TS' 'BS'],Suite,6000-8000,8000,[],5,39023,0
Kimberly Glover,F,336127364,2002-08-03,Freshman,Mason Gross School of the Arts,0,0,['RA' 'MZH' 'NCA'],Suite,6000-8000,8000,"[953086065, 954636420]",5,39026,0
Fred Freeman,M,422097185,2002-12-28,Freshman,School of Communication and Information,0,0,['SA' 'AH' 'NCA'],Suite,4000-6000,6000,[],5,39052,0
Joshua Chang,M,291906994,2003-09-24,Freshman,School of Engineering,0,0,['NCA' 'SA' 'AH'],Apartment,4000-6000,6000,"[921141653, 252460885]",5,39055,0
Donna Garcia,F,750036572,2002-06-13,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'NCA'],Suite,8000-11000,11000,[488916877],5,39080,0
Mary Phillips,F,609566061,2003-07-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'NCA' 'BS'],Suite,8000-11000,11000,"[401002543, 445277446]",5,39148,0
Charles Neal,M,815328951,2000-03-23,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'CS'],Apartment,4000-6000,6000,"[660856948, 283102106]",5,39148,0
Robert Mack,M,189550752,2004-04-10,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'MZH'],Suite,8000-11000,11000,"[792411757, 151351178]",5,39183,0
David Strickland,M,287777394,2004-10-13,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MS'],Suite,4000-6000,6000,[],5,39191,0
Natalie Shaffer,F,793073840,2000-09-01,Freshman,Mason Gross School of the Arts,0,0,['SA' 'JS' 'BS'],Apartment,4000-6000,6000,[646410910],5,39201,0
Martha Bennett,F,294305088,2003-07-10,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MS'],Suite,8000-11000,11000,[467878941],5,39203,0
Mr. Billy Benton,M,626013130,1999-11-08,Freshman,School of Environmental and Biological Sciences,0,0,['MRS' 'SA' 'MZH'],Suite,4000-6000,6000,[490941001],5,39210,0
Erica Barajas,F,598718473,2004-10-03,Freshman,School of Social Work,0,0,['RA' 'BH' 'MZH'],Traditional Residence Hall,4000-6000,6000,[],5,39220,0
Ashley Mcdowell,F,204856632,1999-12-28,Freshman,School of Communication and Information,0,0,['MZH' 'SA' 'BS'],Traditional Residence Hall,4000-6000,6000,[],5,39238,0
Sarah Jordan,F,757190254,2002-06-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'NCA' 'MZH'],Apartment,4000-6000,6000,"[488916877, 750036572]",5,39309,0
Janet Nelson,F,158593811,2000-07-21,Freshman,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Suite,4000-6000,6000,[],5,39316,0
Joan Cummings,F,347992994,2002-10-28,Freshman,School of Engineering,0,0,['JS' 'BS' 'WS'],Apartment,4000-6000,6000,[],5,39317,0
Nicole Thomas,F,163784376,2001-03-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'NCA' 'TS'],Suite,8000-11000,11000,"[311046755, 125541577]",5,39318,0
Samantha Jackson,F,851748010,2003-02-23,Freshman,School of Communication and Information,0,0,['NCA' 'JS' 'SA'],Traditional Residence Hall,8000-11000,11000,[498168855],5,39337,0
Thomas Reyes,M,138067748,2004-09-26,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,4000-6000,6000,"[160018580, 534624061]",5,39376,0
Alexander Melton,M,284121753,2004-09-29,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'BS'],Suite,8000-11000,11000,"[178733508, 680730236]",5,39432,0
Sarah Williams,F,814517369,1999-11-15,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'MZH'],Suite,4000-6000,6000,"[548010516, 642740537]",5,39521,0
Danny Jones,M,596388250,2001-04-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'TS' 'MH'],Suite,8000-11000,11000,[772994616],5,39537,0
Dr. Andrew Holmes,M,819226199,2003-09-29,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'BH'],Suite,4000-6000,6000,[912393633],5,39602,0
Patricia Mcguire,F,230041622,2002-02-19,Freshman,School of Social Work,0,0,['WS' 'BS' 'RA'],Suite,4000-6000,6000,"[397953744, 855207000]",5,39606,0
Jesse Hernandez,M,823142269,2003-11-09,Freshman,School of Management and Labor Relations,0,0,['BS' 'MZH' 'SA'],Suite,4000-6000,6000,"[161823432, 626369241]",5,39633,0
Karen Lowe,F,648038207,2003-01-02,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'RA'],Suite,8000-11000,11000,"[349226515, 793068326]",5,39660,0
Larry Ortiz,M,345018957,2002-02-05,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'TS'],Suite,4000-6000,6000,"[724872863, 821555408]",5,39663,0
Danielle Barton,F,534449129,2000-09-11,Freshman,School of Engineering,0,0,['BS' 'MZH' 'SA'],Suite,4000-6000,6000,[],5,39673,0
Anthony Mata,M,114701144,1999-11-17,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'BS'],Suite,4000-6000,6000,"[135689283, 548326677]",5,39696,0
Katie Reyes,F,584558582,2004-06-13,Freshman,Mason Gross School of the Arts,0,0,['BH' 'MH' 'RA'],Apartment,4000-6000,6000,"[127619662, 608662536]",5,39704,0
Michelle Sloan,F,597817769,2000-09-22,Freshman,School of Arts and Sciences,0,0,['CS' 'RA' 'SA'],Apartment,4000-6000,6000,"[347903221, 969389860]",5,39705,0
Erin Wagner,F,238901214,2000-03-04,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'MH'],Suite,4000-6000,6000,[252500322],5,39741,0
Rebecca Powell,F,466077475,2004-05-30,Freshman,School of Arts and Sciences,0,0,['BH' 'NCA' 'MZH'],Apartment,8000-11000,11000,"[690626966, 851619358]",5,39744,0
Wayne Navarro,M,719081138,2000-11-02,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,8000-11000,11000,"[716198652, 576368645]",5,39747,0
Sarah Barber,F,103875573,2000-02-25,Freshman,School of Communication and Information,0,0,['TS' 'JS' 'MZH'],Suite,8000-11000,11000,"[517093963, 424394891]",5,39754,0
Jason House,M,436576417,2003-11-24,Freshman,Mason Gross School of the Arts,0,0,['AH' 'RA' 'MRS'],Suite,8000-11000,11000,[],5,39758,0
Connie Gutierrez,F,518852400,2001-11-02,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,4000-6000,6000,"[525258875, 619605283]",5,39763,0
Garrett Douglas,M,202873752,2002-06-23,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Suite,6000-8000,8000,"[101576462, 533296167]",5,39787,0
Jermaine Mccarthy MD,M,367608160,2003-08-06,Freshman,School of Arts and Sciences,0,0,['RA' 'TS' 'BS'],Suite,8000-11000,11000,"[475903838, 706235238]",5,39844,0
Haley Shields,F,503015863,2002-02-28,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,6000-8000,8000,[944214410],5,39859,0
Alejandro Wilson,M,947033907,2002-02-11,Freshman,School of Engineering,0,0,['SA' 'NCA' 'MS'],Suite,6000-8000,8000,[222059666],5,39872,0
Debra Brown,F,334584771,2004-03-18,Freshman,School of Arts and Sciences,0,0,['BS' 'BH' 'SA'],Suite,4000-6000,6000,[296462935],5,39872,0
Margaret Conner,F,632943582,2000-03-30,Freshman,School of Communication and Information,0,0,['TS' 'BS' 'SA'],Apartment,6000-8000,8000,"[929581941, 284333894]",5,39879,0
Christina Morgan,F,878887624,2000-09-28,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'MZH'],Suite,4000-6000,6000,"[653276607, 123643526]",5,39885,0
Robin Rivera,F,681512362,2004-12-12,Freshman,School of Arts and Sciences,0,0,['AH' 'WS' 'CS'],Suite,4000-6000,6000,"[464472122, 865659068]",5,39897,0
William Melton,M,255781103,2000-09-27,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'MH'],Suite,8000-11000,11000,[170558294],5,39903,0
Kevin Murphy,M,660767970,2000-03-26,Freshman,School of Engineering,0,0,['TS' 'SA' 'WS'],Suite,8000-11000,11000,"[239726532, 916583566]",5,39920,0
Natalie Ramos,F,960231479,2001-12-17,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'SA' 'CS'],Suite,6000-8000,8000,"[933163840, 584224294]",5,40033,0
Krystal Allen,F,318166330,2002-03-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'NCA'],Suite,8000-11000,11000,[],5,40060,0
Susan Harris,F,576115125,2002-08-02,Freshman,School of Arts and Sciences,0,0,['NCA' 'TS' 'SA'],Apartment,6000-8000,8000,[573058658],5,40062,0
Susan Terrell,F,216612279,2000-09-27,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'MZH'],Suite,8000-11000,11000,"[894416412, 505480221]",5,40114,0
Maxwell May,M,320683282,2004-06-26,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'JS'],Suite,4000-6000,6000,[410732416],5,40129,0
Candice Moran,F,338411109,2001-08-29,Freshman,School of Engineering,0,0,['RA' 'NCA' 'MZH'],Apartment,4000-6000,6000,[],5,40144,0
Emily Reyes,F,455468501,2002-07-13,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,8000-11000,11000,"[668114272, 386843169]",5,40146,0
John Patterson,M,446487140,2005-01-30,Freshman,School of Communication and Information,0,0,['RA' 'JS' 'MZH'],Suite,6000-8000,8000,"[163197203, 599645739]",5,40149,0
Debra Saunders,F,976462462,2001-12-27,Freshman,School of Arts and Sciences,0,0,['RA' 'BH' 'NCA'],Apartment,8000-11000,11000,[843275608],5,40155,0
Dr. Douglas Padilla,M,570491581,2001-08-12,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'JS'],Suite,8000-11000,11000,"[998171404, 279805622]",5,40196,0
Lori Clayton,F,980196004,2000-09-02,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'BH'],Suite,4000-6000,6000,"[954914834, 832999117]",5,40216,0
Gregory Hamilton,M,314818641,2000-07-16,Freshman,School of Communication and Information,0,0,['WS' 'RA' 'MS'],Traditional Residence Hall,4000-6000,6000,"[562525847, 215375578]",5,40227,0
Stephanie Jones,F,116483585,2004-01-04,Freshman,School of Engineering,0,0,['SA' 'RA' 'NCA'],Suite,4000-6000,6000,"[400096876, 354470571]",5,40245,0
Jeremy Martin,M,351010084,2003-11-28,Freshman,School of Engineering,0,0,['NCA' 'JS' 'BS'],Traditional Residence Hall,8000-11000,11000,[],5,40267,0
Zachary Murray,M,388100575,2005-08-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'JS'],Suite,8000-11000,11000,[176515563],5,40275,0
Robert Wyatt,M,740936697,2005-06-30,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'MH'],Traditional Residence Hall,4000-6000,6000,"[582455420, 208356937]",5,40280,0
Tara Mcfarland,F,227820785,2000-02-14,Freshman,School of Arts and Sciences,0,0,['AH' 'MRS' 'BS'],Traditional Residence Hall,4000-6000,6000,"[872481877, 318063689]",5,40282,0
Rebecca Weaver,F,132148494,2003-11-15,Freshman,School of Engineering,0,0,['TS' 'WS' 'BS'],Suite,4000-6000,6000,[],5,40292,0
Melissa Parsons DDS,F,839194743,2003-02-01,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'NCA'],Suite,8000-11000,11000,"[722946026, 820961590]",5,40315,0
Lisa Hicks,F,925227680,2003-11-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BS' 'CS'],Suite,8000-11000,11000,"[841854678, 884256918]",5,40331,0
David Baker,M,867020874,2000-05-26,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Apartment,4000-6000,6000,"[149829015, 625127594]",5,40340,0
Lisa Harmon,F,662884050,2004-01-26,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'NCA'],Apartment,4000-6000,6000,[119747611],5,40349,0
Christian Brown,M,442681905,2003-03-04,Freshman,School of Arts and Sciences,0,0,['TS' 'SA' 'RA'],Suite,4000-6000,6000,"[389555027, 252609755]",5,40385,0
Samuel Martinez,M,623468890,2000-02-16,Freshman,School of Engineering,0,0,['MH' 'BS' 'MRS'],Traditional Residence Hall,4000-6000,6000,[624842220],5,40392,0
Gabriel Gray,M,832354716,2003-12-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'BS' 'NCA'],Traditional Residence Hall,8000-11000,11000,"[820574639, 886407809]",5,40417,0
Barbara Adams,F,549762698,2002-05-17,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MZH' 'MH'],Traditional Residence Hall,4000-6000,6000,[498341722],5,40428,0
Jessica Kane,F,762922565,2002-11-28,Freshman,School of Social Work,0,0,['MH' 'JS' 'MRS'],Traditional Residence Hall,4000-6000,6000,[394241394],5,40470,0
