name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
David Baker,M,867020874,2000-05-26,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Apartment,4000-6000,6000,"[149829015, 625127594]",5,12164,0
Jack Richards,M,612188890,2004-04-13,Freshman,School of Arts and Sciences,0,0,['MH' 'MS' 'TS'],Suite,8000-11000,11000,[558003584],5,12203,0
William Kennedy,M,321250160,2000-05-16,Freshman,School of Arts and Sciences,0,0,['AH' 'MRS' 'TS'],Apartment,6000-8000,8000,"[857542321, 694204982]",5,12210,0
Alexis Olson,F,152459629,2001-03-27,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,6000-8000,8000,[],5,12211,0
Ashley Doyle,F,694204982,2001-03-17,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Suite,4000-6000,6000,[321250160],5,12223,0
Brian White,M,878273959,2004-08-23,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'TS'],Suite,4000-6000,6000,"[137065999, 334286022]",5,12271,0
Mark Burch,M,304768840,2003-05-15,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Suite,8000-11000,11000,[497690786],5,12276,0
Rodney Hernandez,M,473780846,2000-04-20,Freshman,School of Environmental and Biological Sciences,0,0,['MRS' 'BS' 'NCA'],Suite,8000-11000,11000,"[342091413, 391770810]",5,12278,0
Jeffrey Allen,M,896040080,2003-06-12,Freshman,School of Communication and Information,0,0,['NCA' 'MZH' 'AH'],Suite,8000-11000,11000,"[624208795, 883465941]",5,12278,0
Mary Li,F,893033355,2005-06-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'CS' 'AH'],Apartment,6000-8000,8000,[136472677],5,12288,0
Angela Hendricks,F,844394970,2003-03-05,Freshman,School of Arts and Sciences,0,0,['SA' 'AH' 'BS'],Traditional Residence Hall,4000-6000,6000,"[676770558, 538970482]",5,12298,0
Amanda Barton,F,844631552,2005-06-06,Freshman,School of Social Work,0,0,['RA' 'MRS' 'BS'],Suite,8000-11000,11000,[888173631],5,12337,0
Larry Townsend,M,898071599,2001-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'NCA'],Traditional Residence Hall,8000-11000,11000,[282568199],5,12342,0
Jessica Mcpherson,F,882236522,2004-01-31,Freshman,School of Arts and Sciences,0,0,['RA' 'TS' 'BS'],Apartment,8000-11000,11000,"[465986453, 404515674]",5,12346,0
Brian White,M,864972709,2000-09-14,Freshman,School of Arts and Sciences,0,0,['AH' 'BH' 'MS'],Suite,4000-6000,6000,"[723508361, 227475908]",5,12397,0
Patrick Harris,M,540656358,1999-12-04,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'AH'],Suite,4000-6000,6000,"[922605415, 549481213]",5,12401,0
Michael Hubbard,M,724262299,1999-10-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'BH'],Traditional Residence Hall,8000-11000,11000,[],5,12401,0
Jeffrey Riddle,M,219256060,2003-11-25,Freshman,School of Arts and Sciences,0,0,['MZH' 'TS' 'NCA'],Traditional Residence Hall,4000-6000,6000,[],5,12413,0
Luis Bonilla,M,751890759,2002-03-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'MH' 'MRS'],Suite,4000-6000,6000,"[558827302, 348789082]",5,12427,0
Antonio Reed,M,466088752,2001-01-05,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,8000-11000,11000,"[474058854, 129572841]",5,12434,0
Connie Gutierrez,F,518852400,2001-11-02,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,4000-6000,6000,"[525258875, 619605283]",5,12445,0
Kathryn Johnson,F,467867243,2005-04-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'CS' 'MZH'],Suite,8000-11000,11000,"[756667920, 231073420]",5,12449,0
Carl Thompson,M,403760746,2002-09-05,Freshman,School of Management and Labor Relations,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[601387748, 164220277]",5,12472,0
Amy Hill,F,140546975,2002-09-21,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'NCA' 'CS'],Apartment,4000-6000,6000,"[814916376, 147201305]",5,12476,0
Melissa Abbott DVM,F,465134092,2001-07-05,Freshman,School of Communication and Information,0,0,['NCA' 'MH' 'RA'],Apartment,4000-6000,6000,[],5,12478,0
Joseph Thompson,M,399591213,2000-08-02,Freshman,Mason Gross School of the Arts,0,0,['AH' 'SA' 'MS'],Suite,8000-11000,11000,[244842717],5,12487,0
Danielle Perez,F,731830574,2005-07-19,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,6000-8000,8000,[707616459],5,12502,0
Olivia Brooks DDS,F,107800024,2004-06-27,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Suite,4000-6000,6000,"[766790552, 648846636]",5,12523,0
Kenneth Watson,M,340939482,2003-06-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'BS' 'NCA'],Apartment,4000-6000,6000,"[617705601, 838381503]",5,12534,0
Gary Anderson,M,872256739,1999-11-01,Freshman,School of Arts and Sciences,0,0,['JS' 'CS' 'SA'],Apartment,6000-8000,8000,"[333038571, 248766087]",5,12558,0
Patrick Mora,M,611524586,2003-02-07,Freshman,School of Arts and Sciences,0,0,['JS' 'NCA' 'RA'],Suite,4000-6000,6000,"[290124889, 687669163]",5,12559,0
Lance Rogers,M,325071046,2002-02-25,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'MZH'],Suite,6000-8000,8000,"[486804845, 328442953]",5,12593,0
Mary Hancock,F,544595338,2002-03-17,Freshman,School of Engineering,0,0,['MZH' 'WS' 'RA'],Apartment,8000-11000,11000,[],5,12609,0
Ryan Park,M,448610588,2004-07-08,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'MZH'],Suite,6000-8000,8000,[957301021],5,12637,0
Susan Castillo,F,651455256,2000-06-14,Freshman,Mason Gross School of the Arts,0,0,['JS' 'RA' 'BS'],Suite,4000-6000,6000,[680839956],5,12638,0
Taylor Lewis,M,900679396,2001-04-26,Freshman,School of Management and Labor Relations,0,0,['BS' 'RA' 'WS'],Suite,4000-6000,6000,[659397900],5,12657,0
Brianna Romero,F,607840699,2005-03-15,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MZH'],Apartment,4000-6000,6000,"[989968661, 158600372]",5,12667,0
Carl Barajas,M,424222299,2000-04-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MS' 'CS'],Suite,8000-11000,11000,[],5,12668,0
Anthony Peterson,M,283429478,2003-03-01,Freshman,School of Engineering,0,0,['BS' 'NCA' 'WS'],Suite,8000-11000,11000,"[561012054, 358207419]",5,12700,0
Victoria Newman,F,662030840,2005-01-12,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'WS'],Suite,6000-8000,8000,"[632570779, 353884307]",5,12720,0
Nicolas Graham,M,110811313,2005-05-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'JS' 'RA'],Traditional Residence Hall,4000-6000,6000,[421488641],5,12729,0
Michael Cooper,M,445528392,2003-01-05,Freshman,School of Arts and Sciences,0,0,['WS' 'TS' 'BS'],Traditional Residence Hall,4000-6000,6000,[961584972],5,12749,0
Katrina Oneill,F,843275608,2003-04-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'SA'],Apartment,6000-8000,8000,"[391328636, 976462462]",5,12800,0
Elijah Barry,M,857368454,2004-06-20,Freshman,School of Arts and Sciences,0,0,['BH' 'AH' 'SA'],Apartment,6000-8000,8000,"[258410918, 605082446]",5,12804,0
Thomas Harris,M,358203768,2004-05-03,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'SA'],Suite,4000-6000,6000,[],5,12845,0
Melanie Moody,F,998047565,2000-12-08,Freshman,School of Communication and Information,0,0,['AH' 'TS' 'SA'],Traditional Residence Hall,4000-6000,6000,[],5,12856,0
Kevin Campbell,M,348152829,2001-01-28,Freshman,School of Arts and Sciences,0,0,['SA' 'AH' 'JS'],Suite,4000-6000,6000,[936810237],5,12878,0
Sarah Ramirez,F,322958730,2003-05-23,Freshman,School of Arts and Sciences,0,0,['MRS' 'BS' 'RA'],Traditional Residence Hall,8000-11000,11000,"[954366681, 110895096]",5,12880,0
David Myers,M,476435991,2005-06-27,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Apartment,4000-6000,6000,[],5,12886,0
Nicole Wade,F,926253175,2004-11-30,Freshman,School of Communication and Information,0,0,['BS' 'JS' 'RA'],Traditional Residence Hall,4000-6000,6000,"[748234013, 532984484]",5,12890,0
Alicia Scott,F,592665931,2000-06-09,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MH' 'BH'],Apartment,4000-6000,6000,[474918904],5,12891,0
Sandra Zimmerman,F,975859727,2004-04-08,Freshman,School of Arts and Sciences,0,0,['AH' 'MH' 'BH'],Apartment,6000-8000,8000,[667511940],5,12896,0
Mitchell Perry,M,286297913,2001-12-24,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Apartment,8000-11000,11000,[],5,12911,0
William Carroll,M,421319116,2000-03-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'CS'],Apartment,4000-6000,6000,[],5,12913,0
Alison Gross,F,437945810,2003-04-20,Freshman,School of Arts and Sciences,0,0,['RA' 'MRS' 'MH'],Apartment,8000-11000,11000,[508733255],5,12926,0
Kimberly Anderson,F,933163840,2002-02-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'NCA' 'RA'],Suite,8000-11000,11000,"[960231479, 584224294]",5,12929,0
Stacy Brooks,F,360264326,2000-08-03,Freshman,School of Management and Labor Relations,0,0,['NCA' 'BS' 'MS'],Apartment,4000-6000,6000,[],5,12929,0
Michael Harris,M,808129319,2003-02-10,Freshman,School of Arts and Sciences,0,0,['JS' 'MRS' 'BS'],Suite,8000-11000,11000,"[548506668, 906647955]",5,12966,0
Michael Smith,M,452324563,2003-04-23,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'RA'],Traditional Residence Hall,4000-6000,6000,"[658939830, 873119098]",5,12997,0
James Wood,M,250689325,2003-04-07,Freshman,School of Communication and Information,0,0,['MRS' 'BS' 'BH'],Apartment,6000-8000,8000,"[703046465, 934071101]",5,12998,0
William Wilson,M,880298753,2001-03-28,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'TS'],Apartment,4000-6000,6000,"[230626769, 251484016]",5,13000,0
Robin Torres,F,759336463,2003-01-28,Freshman,School of Social Work,0,0,['BS' 'MH' 'SA'],Suite,8000-11000,11000,"[520497173, 928588614]",5,13031,0
Ethan Hall,M,184137660,2001-09-14,Freshman,School of Communication and Information,0,0,['BS' 'AH' 'SA'],Suite,4000-6000,6000,"[472427337, 352292999]",5,13045,0
Stephen Green,M,559924609,2004-03-14,Freshman,School of Social Work,0,0,['MH' 'SA' 'NCA'],Apartment,8000-11000,11000,"[892327536, 449516349]",5,13068,0
Elizabeth Davis,F,160387552,2003-11-15,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'AH'],Suite,4000-6000,6000,"[794988487, 947771933]",5,13088,0
James Brown,M,605813505,2000-10-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'BH'],Apartment,8000-11000,11000,[],5,13091,0
Annette Poole,F,660780465,2004-11-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'BH' 'RA'],Suite,8000-11000,11000,[414956050],5,13110,0
Samuel Baker,M,241504995,2004-10-07,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MH' 'MS'],Traditional Residence Hall,8000-11000,11000,"[644925997, 728045148]",5,13131,0
Benjamin Lewis,M,252500322,2000-02-12,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Apartment,4000-6000,6000,"[862740248, 238901214]",5,13153,0
Shawn Patel,M,563042338,2003-08-02,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Apartment,4000-6000,6000,"[614091029, 446184004]",5,13265,0
Curtis Clay,M,224423105,2000-02-08,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,4000-6000,6000,"[311670632, 590654803]",5,13279,0
Edwin Cole,M,836149868,2001-07-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'SA' 'WS'],Suite,8000-11000,11000,[],5,13283,0
Amanda Smith,F,957154630,2000-03-02,Freshman,School of Social Work,0,0,['SA' 'MRS' 'MZH'],Suite,6000-8000,8000,"[294929321, 149031736]",5,13303,0
Kirk Lowery,M,198839953,2001-11-03,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'SA'],Suite,4000-6000,6000,[],5,13319,0
Ashley Thompson,F,399572082,2002-11-18,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'BS'],Suite,6000-8000,8000,"[413459178, 852041288]",5,13343,0
Debra Wolf,F,127521719,2001-06-24,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'AH'],Suite,4000-6000,6000,[],5,13382,0
Gregory Wall,M,846985279,2000-11-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'AH'],Apartment,8000-11000,11000,[439233243],5,13385,0
James Hood,M,270663901,2001-03-12,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'BH'],Apartment,8000-11000,11000,"[362159278, 969863535]",5,13402,0
Rebecca Powell,F,466077475,2004-05-30,Freshman,School of Arts and Sciences,0,0,['BH' 'NCA' 'MZH'],Apartment,8000-11000,11000,"[690626966, 851619358]",5,13431,0
Keith Smith,M,290340337,2003-05-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'BS' 'RA'],Traditional Residence Hall,8000-11000,11000,[519682896],5,13454,0
Taylor Garcia,F,303298146,2001-03-31,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Suite,6000-8000,8000,"[270388182, 670187050]",5,13503,0
Brittany Sawyer,F,334151580,2001-04-01,Freshman,School of Arts and Sciences,0,0,['JS' 'SA' 'RA'],Apartment,4000-6000,6000,[],5,13512,0
Raymond Jackson,M,299112607,2002-08-30,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Traditional Residence Hall,6000-8000,8000,[],5,13520,0
Alexander Ford,M,248899270,2001-06-17,Freshman,School of Engineering,0,0,['NCA' 'BS' 'CS'],Apartment,4000-6000,6000,[633717903],5,13546,0
Sheri King,F,349505316,2005-09-27,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Suite,8000-11000,11000,"[237948689, 822638359]",5,13547,0
Anne Williams,F,386493439,2002-08-12,Freshman,School of Arts and Sciences,0,0,['RA' 'BH' 'SA'],Apartment,8000-11000,11000,"[127446100, 413009090]",5,13562,0
Tina Gaines,F,989286386,2003-05-05,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'BS'],Suite,4000-6000,6000,[737609307],5,13582,0
Stephen Hudson,M,514382299,2003-08-05,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'CS'],Apartment,4000-6000,6000,[169900117],5,13590,0
John Smith,M,129545080,2003-05-26,Freshman,School of Communication and Information,0,0,['SA' 'MS' 'CS'],Suite,4000-6000,6000,[],5,13599,0
Richard Turner,M,580998500,2002-12-11,Freshman,School of Arts and Sciences,0,0,['BH' 'MZH' 'RA'],Suite,6000-8000,8000,[],5,13630,0
Kimberly Adams,F,176285364,2001-05-08,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'AH' 'SA'],Apartment,4000-6000,6000,"[354613968, 134221362]",5,13631,0
Natasha Bush,F,263155037,2000-06-01,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Suite,8000-11000,11000,[778383633],5,13635,0
Diane Smith,F,129425036,2004-02-01,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,4000-6000,6000,"[109675483, 730680856]",5,13647,0
Richard Allen,M,300005016,2005-01-22,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'MZH'],Apartment,8000-11000,11000,[],5,13648,0
Jennifer Robinson,F,680753591,2000-07-09,Freshman,School of Communication and Information,0,0,['BS' 'CS' 'SA'],Suite,8000-11000,11000,"[312276328, 217384497]",5,13662,0
Lisa Garner,F,321666440,2000-08-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'WS'],Apartment,4000-6000,6000,[274855482],5,13673,0
John Phillips,M,372460657,2005-01-19,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'MS' 'SA'],Traditional Residence Hall,8000-11000,11000,"[301168904, 794173910]",5,13676,0
Jennifer Carr,F,923829480,2000-03-11,Freshman,School of Engineering,0,0,['MRS' 'BS' 'BH'],Traditional Residence Hall,4000-6000,6000,[],5,13698,0
Beverly Russell,F,251922821,2001-12-15,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'RA'],Suite,4000-6000,6000,"[766243314, 884350912]",5,13703,0
Kenneth Matthews,M,504130225,2000-11-14,Freshman,School of Environmental and Biological Sciences,0,0,['AH' 'BS' 'JS'],Suite,4000-6000,6000,[],5,13723,0
Crystal Foster,F,400411170,2004-12-31,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,6000-8000,8000,[],5,13726,0
Timothy Padilla,M,383977626,2004-01-12,Freshman,School of Arts and Sciences,0,0,['MS' 'TS' 'MH'],Apartment,4000-6000,6000,"[591821210, 563479663]",5,13738,0
Richard Williams,M,495583386,2003-02-06,Freshman,School of Management and Labor Relations,0,0,['SA' 'AH' 'NCA'],Suite,4000-6000,6000,"[477342016, 666831309]",5,13758,0
Allen Phillips,M,502208487,2003-05-11,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'NCA'],Suite,4000-6000,6000,[563257610],5,13772,0
Eric Lee,M,721164904,2001-09-22,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'WS'],Traditional Residence Hall,4000-6000,6000,"[422929684, 765930895]",5,13838,0
Anthony Flores,M,255155908,2001-09-07,Freshman,School of Arts and Sciences,0,0,['JS' 'MRS' 'NCA'],Suite,8000-11000,11000,"[493833467, 880854875]",5,13874,0
Christian Brown,M,442681905,2003-03-04,Freshman,School of Arts and Sciences,0,0,['TS' 'SA' 'RA'],Suite,4000-6000,6000,"[389555027, 252609755]",5,13878,0
Joshua Gross,M,858883352,2002-03-18,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'WS' 'RA'],Apartment,6000-8000,8000,[358028930],5,13889,0
Amanda Mcclain,F,129793736,2003-11-05,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'TS'],Suite,8000-11000,11000,[869164335],5,13895,0
Deanna Briggs,F,708839313,2002-10-25,Freshman,School of Social Work,0,0,['MRS' 'BS' 'RA'],Suite,8000-11000,11000,[],5,13903,0
Mary Middleton,F,145868926,2000-12-14,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'MRS'],Suite,4000-6000,6000,"[228995866, 643891887]",5,13934,0
James Ross,M,829829617,2005-08-16,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'NCA'],Suite,8000-11000,11000,[733403496],5,14000,0
Brian Mendoza,M,807986778,2000-03-24,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'NCA' 'BS'],Suite,8000-11000,11000,[],5,14039,0
Sarah Taylor,F,477488119,2004-09-17,Freshman,School of Engineering,0,0,['SA' 'NCA' 'BS'],Suite,6000-8000,8000,"[485409051, 695815017]",5,14056,0
Daniel Valenzuela,M,411632619,2003-08-30,Freshman,School of Management and Labor Relations,0,0,['WS' 'BH' 'SA'],Traditional Residence Hall,4000-6000,6000,"[884276028, 576945366]",5,14073,0
Amber Mathews,F,379445613,2001-03-02,Freshman,School of Management and Labor Relations,0,0,['BS' 'MRS' 'SA'],Traditional Residence Hall,6000-8000,8000,[453283265],5,14081,0
Amanda Young,F,647395485,2003-03-16,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'NCA'],Suite,4000-6000,6000,"[871266849, 472938607]",5,14110,0
Angel Hughes,M,521571443,2001-09-28,Freshman,School of Social Work,0,0,['AH' 'MS' 'BH'],Apartment,6000-8000,8000,[],5,14128,0
Jack Bradshaw,M,462551387,2004-02-29,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'WS'],Suite,8000-11000,11000,"[110005504, 349244271]",5,14139,0
Jennifer Cruz,F,315308086,2004-04-20,Freshman,School of Engineering,0,0,['SA' 'BS' 'MH'],Suite,4000-6000,6000,[],5,14176,0
Diana Obrien,F,722264046,2003-04-26,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'NCA'],Traditional Residence Hall,4000-6000,6000,"[955628851, 174599237]",5,14212,0
Maria Hughes,F,900636502,2005-05-02,Freshman,School of Engineering,0,0,['MZH' 'MS' 'SA'],Apartment,8000-11000,11000,"[451051511, 971401462]",5,14222,0
Michael Solomon,M,750215560,2002-04-14,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MS' 'MZH'],Apartment,4000-6000,6000,"[409560418, 254659532]",5,14244,0
James Webster,M,566069208,2004-10-31,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Apartment,8000-11000,11000,[],5,14258,0
Randall Cooper,M,266717311,2000-10-17,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'WS'],Suite,4000-6000,6000,"[912977954, 759956074]",5,14275,0
Jody Harris,F,138354693,2000-02-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'AH' 'BS'],Apartment,6000-8000,8000,[],5,14297,0
Lauren Perez,F,133402355,2003-08-12,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'MH'],Traditional Residence Hall,8000-11000,11000,[910020139],5,14312,0
Melissa Howard,F,672938637,2001-02-26,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Suite,4000-6000,6000,[],5,14338,0
Jennifer Craig,F,807547082,2003-04-15,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'SA'],Suite,8000-11000,11000,[],5,14342,0
Michelle Campos,F,247762154,2000-10-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Traditional Residence Hall,4000-6000,6000,[],5,14343,0
John Ortega,M,944610610,2004-08-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'RA'],Suite,6000-8000,8000,"[606179044, 318454514]",5,14387,0
Shannon Fletcher,F,106492208,2001-04-05,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'MS' 'BH'],Suite,4000-6000,6000,[],5,14414,0
Anthony Dean,M,764494917,2002-04-25,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'WS'],Apartment,4000-6000,6000,[],5,14435,0
John Christian,M,346226626,2005-07-11,Freshman,School of Arts and Sciences,0,0,['MRS' 'JS' 'WS'],Traditional Residence Hall,6000-8000,8000,[708196810],5,14455,0
Stephanie Haney,F,276672617,2001-10-30,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'SA'],Apartment,4000-6000,6000,[326650079],5,14463,0
Kathleen Ellis,F,524225331,2003-12-31,Freshman,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'MH'],Traditional Residence Hall,4000-6000,6000,[],5,14515,0
Sherri Perry,F,870548654,2004-10-21,Freshman,School of Communication and Information,0,0,['MH' 'MS' 'BS'],Apartment,4000-6000,6000,[600081451],5,14530,0
Cody Wong,M,458267849,2003-12-31,Freshman,School of Arts and Sciences,0,0,['MH' 'CS' 'NCA'],Traditional Residence Hall,8000-11000,11000,[],5,14534,0
Miranda Welch,F,799418587,2004-10-12,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,4000-6000,6000,[],5,14536,0
Robin Garcia,F,548581237,2000-11-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'NCA' 'RA'],Apartment,4000-6000,6000,"[841753123, 422949854]",5,14543,0
Christopher Hardin,M,102146644,2003-01-25,Freshman,School of Environmental and Biological Sciences,0,0,['JS' 'BS' 'SA'],Traditional Residence Hall,4000-6000,6000,"[838770712, 349510475]",5,14583,0
Danielle Sims,F,872176447,2002-01-23,Freshman,School of Engineering,0,0,['BS' 'NCA' 'JS'],Traditional Residence Hall,8000-11000,11000,[809111233],5,14620,0
Andres Manning,M,483626233,2001-06-05,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,4000-6000,6000,[],5,14644,0
Mary Taylor DVM,F,976553726,2002-02-01,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'NCA' 'WS'],Traditional Residence Hall,4000-6000,6000,"[573698372, 370808798]",5,14647,0
Morgan Watson,F,606730842,2001-06-17,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'SA'],Suite,4000-6000,6000,"[240354098, 235199006]",5,14651,0
Rachel Mayer,F,893482355,2005-06-07,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'AH'],Traditional Residence Hall,8000-11000,11000,[872585542],5,14668,0
Richard Wolf,M,346078391,2003-11-03,Freshman,School of Arts and Sciences,0,0,['CS' 'RA' 'AH'],Apartment,8000-11000,11000,"[358625400, 454643081]",5,14690,0
Victoria Mccarthy,F,182765151,2001-06-25,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'NCA'],Apartment,4000-6000,6000,[],5,14711,0
Alexander Morgan,M,449430741,2002-12-29,Freshman,School of Social Work,0,0,['MS' 'MH' 'BS'],Suite,4000-6000,6000,"[471021290, 308750308]",5,14760,0
Eric Park,M,540276138,2000-05-17,Freshman,School of Social Work,0,0,['WS' 'BH' 'JS'],Suite,4000-6000,6000,[807921125],5,14767,0
Tiffany Flores,F,403771617,2001-08-26,Freshman,Mason Gross School of the Arts,0,0,['SA' 'MRS' 'RA'],Traditional Residence Hall,6000-8000,8000,[847271585],5,14785,0
Mary Barrett,F,473448031,2005-05-25,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'JS' 'BS'],Apartment,8000-11000,11000,[],5,14821,0
Kimberly Walton,F,745592707,2000-09-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'MS'],Apartment,4000-6000,6000,[863659048],5,14828,0
Jared Thomas,M,121356718,2000-08-31,Freshman,School of Management and Labor Relations,0,0,['BS' 'NCA' 'RA'],Suite,8000-11000,11000,[805135173],5,14843,0
Pamela Hill,F,660659261,2004-02-20,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'WS'],Suite,4000-6000,6000,"[259004201, 529147153]",5,14845,0
Scott Collier Jr.,M,565115391,2003-12-05,Freshman,School of Engineering,0,0,['JS' 'MS' 'BS'],Suite,4000-6000,6000,"[344473633, 555747424]",5,14852,0
Jeremy Hernandez,M,964932456,2004-06-23,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Apartment,4000-6000,6000,"[185211706, 610171684]",5,14867,0
Tiffany Page,F,842819214,2004-01-29,Freshman,School of Social Work,0,0,['NCA' 'BS' 'MS'],Apartment,4000-6000,6000,[],5,14869,0
Nicole Barrett,F,261123830,2000-11-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BH' 'MS'],Suite,6000-8000,8000,[],5,14877,0
