name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Lisa Morris,F,188369423,2004-08-14,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'TS' 'MRS'],Suite,4000-6000,6000,"[743331885, 281438834]",5,34103,0
Cheryl Gray,F,133010931,2002-07-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'NCA' 'SA'],Suite,6000-8000,8000,[],5,34112,0
Sarah Morgan,F,488919168,2005-09-12,Freshman,School of Arts and Sciences,0,0,['TS' 'RA' 'SA'],Suite,8000-11000,11000,"[914495779, 838468155]",5,34169,0
Ashley King,F,542878314,2000-01-07,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Suite,4000-6000,6000,[957625541],5,34180,0
Cheryl Wagner,F,574175778,2002-05-11,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'MZH' 'RA'],Apartment,4000-6000,6000,[],5,34217,0
Daniel Thomas,M,499041191,2001-12-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[758484879, 766533880]",5,34224,0
Samantha Mosley,F,121972806,2002-01-22,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'RA'],Suite,8000-11000,11000,[],5,34233,0
Timothy Pugh,M,172638771,2005-09-03,Freshman,School of Arts and Sciences,0,0,['SA' 'MRS' 'BS'],Suite,8000-11000,11000,[296431123],5,34235,0
Samuel Gomez,M,422869077,2003-03-10,Freshman,School of Communication and Information,0,0,['BH' 'BS' 'MS'],Apartment,4000-6000,6000,[],5,34265,0
Jordan Wagner,M,549610300,2005-04-15,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Apartment,6000-8000,8000,"[111223230, 431718503]",5,34293,0
Sherry Greene,F,524065494,2003-03-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'SA' 'RA'],Apartment,4000-6000,6000,"[417430740, 450657310]",5,34312,0
Scott Watson,M,335498662,2002-10-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'TS' 'BH'],Apartment,4000-6000,6000,[],5,34312,0
Andrew Goodman,M,405043183,2005-06-25,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MZH' 'RA'],Suite,6000-8000,8000,[],5,34321,0
Caitlin Martinez,F,522804517,2000-04-28,Freshman,Mason Gross School of the Arts,0,0,['BH' 'MH' 'SA'],Apartment,6000-8000,8000,"[235945517, 198621679]",5,34351,0
Kyle Willis,M,172478512,2004-05-09,Freshman,School of Arts and Sciences,0,0,['MRS' 'SA' 'NCA'],Suite,6000-8000,8000,"[740712867, 906818174]",5,34354,0
Megan Harris,F,877830002,2001-03-30,Freshman,School of Communication and Information,0,0,['BS' 'MZH' 'NCA'],Suite,8000-11000,11000,"[407414530, 405011520]",5,34401,0
Steven Medina,M,704224493,2000-06-11,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,4000-6000,6000,[511338633],5,34402,0
Mark Knapp,M,610575336,2005-06-11,Freshman,School of Social Work,0,0,['MZH' 'SA' 'NCA'],Suite,8000-11000,11000,"[696536526, 834903384]",5,34403,0
Denise Jimenez,F,465986453,2004-10-29,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'RA'],Suite,4000-6000,6000,"[882236522, 404515674]",5,34407,0
Andrew Short,M,760022897,2001-12-08,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'RA'],Apartment,6000-8000,8000,[],5,34450,0
Rhonda Fisher,F,365478160,2005-03-06,Freshman,School of Arts and Sciences,0,0,['JS' 'MH' 'MS'],Suite,4000-6000,6000,[686048453],5,34463,0
Emily Ortiz DDS,F,251709723,2004-06-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BS' 'MH'],Suite,4000-6000,6000,"[897145692, 979062287]",5,34479,0
Amy Bell,F,548506668,2002-06-06,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'JS'],Suite,4000-6000,6000,"[808129319, 906647955]",5,34501,0
Chelsea Mcdonald,F,394241394,1999-12-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MH'],Apartment,6000-8000,8000,"[357436886, 762922565]",5,34505,0
Matthew Rasmussen,M,315127217,2002-09-09,Freshman,School of Management and Labor Relations,0,0,['JS' 'NCA' 'SA'],Traditional Residence Hall,6000-8000,8000,[],5,34507,0
Matthew Smith,M,740055258,2001-05-19,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MZH'],Apartment,4000-6000,6000,[],5,34518,0
Christopher Vaughn,M,869377549,2000-10-12,Freshman,School of Engineering,0,0,['MS' 'SA' 'NCA'],Apartment,4000-6000,6000,"[294266267, 704750050]",5,34529,0
Robin Lee,F,740223456,2003-02-03,Freshman,School of Communication and Information,0,0,['TS' 'BS' 'MS'],Apartment,8000-11000,11000,"[955832374, 770810521]",5,34540,0
Kelly Hale,F,756411596,2003-01-16,Freshman,School of Communication and Information,0,0,['MZH' 'BS' 'MS'],Suite,4000-6000,6000,[],5,34555,0
Aaron Hodges,M,958966664,2005-09-13,Freshman,Mason Gross School of the Arts,0,0,['BS' 'WS' 'NCA'],Suite,4000-6000,6000,[962442220],5,34588,0
Charles Wilson,M,521612886,2004-08-02,Freshman,School of Arts and Sciences,0,0,['WS' 'MZH' 'BS'],Apartment,4000-6000,6000,"[773118377, 526904786]",5,34629,0
Allison Ibarra,F,162505106,2003-12-18,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'CS' 'NCA'],Suite,4000-6000,6000,[122180101],5,34663,0
Jeff Juarez,M,445277446,2002-03-03,Freshman,School of Arts and Sciences,0,0,['CS' 'BH' 'AH'],Apartment,4000-6000,6000,[609566061],5,34752,0
Timothy Pearson,M,219752365,2004-08-31,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Apartment,8000-11000,11000,[],5,34769,0
Elizabeth Curry,F,223184670,2002-12-31,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'NCA'],Apartment,4000-6000,6000,"[236888466, 738837616]",5,34776,0
David Miller,M,186052367,2004-12-16,Freshman,School of Engineering,0,0,['MH' 'NCA' 'SA'],Apartment,4000-6000,6000,"[385523442, 597947565]",5,34784,0
Sarah Thompson,F,371761305,2003-08-21,Freshman,School of Engineering,0,0,['BS' 'WS' 'RA'],Suite,4000-6000,6000,[709597626],5,34816,0
Elizabeth Ford,F,741868605,2000-11-02,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'NCA' 'MRS'],Suite,4000-6000,6000,[229291848],5,34828,0
Sarah Savage,F,233084791,2004-10-23,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'MS'],Apartment,8000-11000,11000,"[412195102, 401411990]",5,34831,0
Stanley Campbell,M,155824538,2004-03-06,Freshman,School of Social Work,0,0,['RA' 'BS' 'NCA'],Suite,8000-11000,11000,[],5,34865,0
Kyle Kirby,M,187938652,2005-02-23,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'RA'],Apartment,4000-6000,6000,"[936571105, 673687781]",5,34894,0
Yvette Booth,F,418464836,2000-06-06,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Suite,4000-6000,6000,"[840745360, 390529391]",5,34921,0
Kristina Rodriguez,F,673253985,1999-12-11,Freshman,School of Management and Labor Relations,0,0,['SA' 'WS' 'MH'],Suite,4000-6000,6000,"[993290501, 740473248]",5,34925,0
Jasmine Baker,F,810584617,1999-10-10,Freshman,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'MS'],Suite,4000-6000,6000,[290179935],5,34931,0
Edwin Fuller,M,204159907,2000-02-12,Freshman,School of Engineering,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,[],5,34987,0
Natalie Martinez,F,421952236,2000-09-14,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'RA'],Apartment,8000-11000,11000,[348392459],5,34992,0
Deborah Rush,F,230379679,2005-05-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MH'],Suite,8000-11000,11000,[],5,35007,0
Sabrina Harrell MD,F,966591483,2005-08-04,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Suite,4000-6000,6000,[],5,35020,0
Lisa Harmon,F,662884050,2004-01-26,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'NCA'],Apartment,4000-6000,6000,[119747611],5,35027,0
Bryan Dawson,M,365415420,2003-08-28,Freshman,School of Communication and Information,0,0,['AH' 'TS' 'NCA'],Suite,6000-8000,8000,[],5,35063,0
Audrey Leonard,F,854374968,2000-07-11,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'AH'],Suite,6000-8000,8000,"[400375605, 722196350]",5,35071,0
Kenneth Hudson,M,676864167,1999-11-16,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'MS'],Suite,4000-6000,6000,"[202533950, 676265591]",5,35078,0
Rebecca Ramirez,F,858691596,2001-12-24,Freshman,Mason Gross School of the Arts,0,0,['CS' 'BS' 'NCA'],Apartment,6000-8000,8000,[],5,35093,0
Kimberly Neal,F,220353575,2001-12-07,Freshman,School of Engineering,0,0,['SA' 'MZH' 'BS'],Suite,6000-8000,8000,"[689228853, 144078739]",5,35134,0
Larry Townsend,M,898071599,2001-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'NCA'],Traditional Residence Hall,8000-11000,11000,[282568199],5,35139,0
Sarah White,F,183449452,2002-01-11,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[187950121, 371144493]",5,35142,0
Jessica Henry,F,979441874,2002-01-11,Freshman,School of Arts and Sciences,0,0,['MS' 'BH' 'AH'],Apartment,4000-6000,6000,"[283710329, 802728143]",5,35143,0
Michelle Bruce,F,667511940,2003-12-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'AH' 'MS'],Suite,8000-11000,11000,"[858888276, 975859727]",5,35149,0
Sheri Miller,F,366962292,2001-07-14,Freshman,School of Arts and Sciences,0,0,['MH' 'MRS' 'BS'],Apartment,8000-11000,11000,[950126575],5,35159,0
Amanda Young,F,647395485,2003-03-16,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'NCA'],Suite,4000-6000,6000,"[871266849, 472938607]",5,35159,0
Steven Wagner,M,426509202,2005-03-10,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MZH'],Suite,4000-6000,6000,"[110299951, 782987308]",5,35232,0
Vickie Mitchell,F,591349432,2005-01-11,Freshman,School of Arts and Sciences,0,0,['BH' 'RA' 'SA'],Suite,4000-6000,6000,[887067892],5,35232,0
Kaitlin Parrish,F,817606929,2000-10-10,Freshman,School of Communication and Information,0,0,['NCA' 'BH' 'WS'],Traditional Residence Hall,6000-8000,8000,[],5,35238,0
Jackie Burns,F,861258867,2000-11-07,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'MZH'],Apartment,4000-6000,6000,"[903943041, 713510843]",5,35286,0
Roger Jenkins,M,920011527,2002-05-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'CS' 'SA'],Traditional Residence Hall,6000-8000,8000,"[468298864, 819524960]",5,35316,0
Melanie Salazar,F,811511956,2003-12-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'MRS'],Apartment,8000-11000,11000,"[165969890, 558082701]",5,35321,0
Joshua Reyes,M,311518915,2000-01-10,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'BS'],Traditional Residence Hall,6000-8000,8000,"[510372915, 835322242]",5,35335,0
Mr. Dennis Snyder,M,671700666,2001-09-09,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'AH'],Apartment,4000-6000,6000,[506662234],5,35342,0
Peggy Lewis,F,635762703,2003-07-17,Freshman,Mason Gross School of the Arts,0,0,['BS' 'RA' 'TS'],Suite,8000-11000,11000,[965106049],5,35346,0
Ashley Collins,F,251015450,2002-01-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'AH' 'BS'],Suite,4000-6000,6000,[889509968],5,35356,0
Regina Johnson,F,712390255,2002-03-07,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Apartment,6000-8000,8000,[],5,35369,0
Ryan Holmes,M,711270923,2002-05-14,Freshman,Mason Gross School of the Arts,0,0,['SA' 'MRS' 'BS'],Suite,4000-6000,6000,"[141011068, 972809609]",5,35439,0
Kristen Velasquez,F,822310363,2004-04-15,Freshman,School of Arts and Sciences,0,0,['SA' 'MH' 'JS'],Apartment,6000-8000,8000,"[457514254, 988248304]",5,35479,0
Anthony Peterson,M,283429478,2003-03-01,Freshman,School of Engineering,0,0,['BS' 'NCA' 'WS'],Suite,8000-11000,11000,"[561012054, 358207419]",5,35479,0
Kenneth Turner,M,988662910,2004-02-04,Freshman,School of Engineering,0,0,['BS' 'NCA' 'MS'],Suite,4000-6000,6000,"[726467346, 841835501]",5,35527,0
Jessica Smith,F,302592544,2002-02-25,Freshman,School of Arts and Sciences,0,0,['MH' 'MZH' 'RA'],Traditional Residence Hall,4000-6000,6000,[597756373],5,35534,0
Robert Wilson,M,997394703,2001-05-17,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Suite,8000-11000,11000,"[977541961, 700324742]",5,35578,0
Thomas Lopez,M,184567676,2003-03-21,Freshman,School of Engineering,0,0,['MS' 'NCA' 'MZH'],Apartment,4000-6000,6000,"[699145515, 532245127]",5,35586,0
Martha Gonzalez,F,651304004,2002-08-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'MS'],Apartment,4000-6000,6000,"[453808661, 591475612]",5,35595,0
Dr. Andrew Holmes,M,819226199,2003-09-29,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'BH'],Suite,4000-6000,6000,[912393633],5,35599,0
Bobby Stone,M,708391017,2000-10-05,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'MRS'],Apartment,8000-11000,11000,[],5,35606,0
Dr. Gabrielle Hudson,F,926056655,2003-04-15,Freshman,School of Arts and Sciences,0,0,['SA' 'AH' 'TS'],Apartment,6000-8000,8000,"[654323944, 706722183]",5,35628,0
Cory Rodriguez,M,689397187,2003-03-09,Freshman,School of Arts and Sciences,0,0,['WS' 'JS' 'MH'],Traditional Residence Hall,4000-6000,6000,[],5,35636,0
Lauren Perez,F,133402355,2003-08-12,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'MH'],Traditional Residence Hall,8000-11000,11000,[910020139],5,35640,0
Kevin Cobb,M,340433977,2004-11-06,Freshman,School of Engineering,0,0,['MRS' 'CS' 'MZH'],Apartment,8000-11000,11000,[],5,35660,0
Kathy Rodriguez,F,569244208,2000-10-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'MZH'],Suite,4000-6000,6000,"[887946955, 153511050]",5,35675,0
Benjamin Lewis,M,252500322,2000-02-12,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Apartment,4000-6000,6000,"[862740248, 238901214]",5,35741,0
William Rose,M,758139638,2004-09-26,Freshman,School of Arts and Sciences,0,0,['NCA' 'MZH' 'SA'],Apartment,4000-6000,6000,"[785547532, 915423959]",5,35745,0
Linda Savage,F,253112838,2002-12-16,Freshman,School of Arts and Sciences,0,0,['JS' 'RA' 'BS'],Apartment,4000-6000,6000,"[680504716, 573334706]",5,35748,0
Amanda May,F,334286022,2004-09-15,Freshman,School of Social Work,0,0,['SA' 'BS' 'WS'],Suite,4000-6000,6000,[137065999],5,35756,0
Stephanie Johnson,F,672363445,2004-02-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'BH'],Suite,6000-8000,8000,"[461439507, 114730323]",5,35768,0
Elizabeth Armstrong,F,195136971,2001-06-25,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MRS'],Apartment,4000-6000,6000,[980013276],5,35775,0
Scott Tanner,M,613352951,2002-02-06,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'JS'],Suite,8000-11000,11000,"[817851681, 357015715]",5,35782,0
Rick Garcia,M,764785350,2001-12-02,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,8000-11000,11000,"[515074443, 322786474]",5,35803,0
Travis Miller,M,848895644,2003-05-04,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MZH'],Apartment,4000-6000,6000,[202603155],5,35812,0
Philip Tyler,M,707585609,2003-05-05,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'SA' 'MH'],Suite,8000-11000,11000,"[685782416, 380906106]",5,35846,0
Manuel Brock,M,206527025,2001-01-07,Freshman,School of Arts and Sciences,0,0,['CS' 'SA' 'RA'],Apartment,4000-6000,6000,"[186403546, 790608240]",5,35885,0
Sharon Saunders,F,826282235,2003-01-04,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'RA'],Suite,8000-11000,11000,[238299219],5,35886,0
Ashley Mitchell,F,565476430,2004-12-07,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'MH' 'MZH'],Suite,4000-6000,6000,"[272088175, 265465159]",5,35892,0
Elizabeth Butler,F,906348353,2001-10-07,Freshman,School of Engineering,0,0,['MRS' 'RA' 'MS'],Apartment,4000-6000,6000,[],5,35892,0
Crystal Davis,F,174907419,2001-07-02,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MZH' 'SA'],Suite,8000-11000,11000,"[150649104, 585857260]",5,35914,0
Patrick Kirk,M,177150879,2004-10-31,Freshman,School of Arts and Sciences,0,0,['MS' 'SA' 'MH'],Suite,6000-8000,8000,"[572831416, 374787744]",5,35946,0
Gary Mcdonald,M,157252578,2003-08-15,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'MS'],Apartment,4000-6000,6000,[272020629],5,35965,0
Andrew Johnson,M,279840499,2000-04-30,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MH'],Suite,4000-6000,6000,"[860789029, 766089279]",5,35978,0
Alexis Kerr,F,475173952,2001-03-21,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'WS'],Apartment,4000-6000,6000,"[835222966, 546061769]",5,35984,0
Cindy Snyder,F,374747399,2005-08-03,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'WS'],Apartment,8000-11000,11000,[382420734],5,35986,0
Anthony Peters,M,699653000,2004-09-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'NCA' 'BS'],Suite,6000-8000,8000,"[766447873, 918106591]",5,35999,0
Donna Meyers,F,351743483,2005-09-23,Freshman,School of Arts and Sciences,0,0,['WS' 'MS' 'TS'],Apartment,8000-11000,11000,[481473512],5,36013,0
Bethany Ramos,F,125540734,2003-03-16,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'JS'],Suite,6000-8000,8000,[732528697],5,36031,0
Kristine Kelley,F,852088234,2003-03-03,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'MZH'],Traditional Residence Hall,8000-11000,11000,"[244842717, 399591213]",5,36068,0
Tony Hughes,M,883106598,2002-02-18,Freshman,School of Social Work,0,0,['SA' 'JS' 'TS'],Apartment,6000-8000,8000,[742452923],5,36146,0
James Brown,M,605813505,2000-10-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'BH'],Apartment,8000-11000,11000,[],5,36183,0
Thomas Calderon,M,408758972,2000-02-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MRS' 'BS'],Apartment,8000-11000,11000,[],5,36187,0
Julia Quinn,F,529452201,2004-07-16,Freshman,School of Engineering,0,0,['CS' 'BS' 'NCA'],Suite,6000-8000,8000,[979343873],5,36203,0
Elizabeth Davis,F,160387552,2003-11-15,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'AH'],Suite,4000-6000,6000,"[794988487, 947771933]",5,36232,0
Meghan Cooke,F,199465352,2005-05-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'MS'],Suite,4000-6000,6000,"[286034747, 840906857]",5,36267,0
Rodney Hernandez,M,473780846,2000-04-20,Freshman,School of Environmental and Biological Sciences,0,0,['MRS' 'BS' 'NCA'],Suite,8000-11000,11000,"[342091413, 391770810]",5,36268,0
Renee Mayer,F,282083663,2005-04-26,Freshman,School of Arts and Sciences,0,0,['TS' 'MS' 'WS'],Suite,8000-11000,11000,[],5,36277,0
Melanie Moody,F,998047565,2000-12-08,Freshman,School of Communication and Information,0,0,['AH' 'TS' 'SA'],Traditional Residence Hall,4000-6000,6000,[],5,36281,0
Erik Williams,M,211528926,2002-08-26,Freshman,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'JS'],Apartment,6000-8000,8000,[],5,36287,0
Michelle Sloan,F,597817769,2000-09-22,Freshman,School of Arts and Sciences,0,0,['CS' 'RA' 'SA'],Apartment,4000-6000,6000,"[347903221, 969389860]",5,36327,0
Jenny Thompson,F,168687761,2002-12-19,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'BH'],Suite,4000-6000,6000,[],5,36338,0
Timothy Rodriguez,M,374592469,2001-10-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'TS'],Suite,8000-11000,11000,[138193017],5,36355,0
Kirk Lowery,M,198839953,2001-11-03,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'SA'],Suite,4000-6000,6000,[],5,36361,0
Alexis Ford,F,364232448,2005-08-13,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[381208065, 729222233]",5,36373,0
Stephanie Moon,F,245704737,2000-10-31,Freshman,School of Engineering,0,0,['BS' 'AH' 'CS'],Apartment,4000-6000,6000,"[731081759, 398434356]",5,36374,0
Jennifer Mcintosh,F,573862407,2001-09-02,Freshman,School of Communication and Information,0,0,['NCA' 'TS' 'BS'],Apartment,6000-8000,8000,[],5,36420,0
Mark Johnson,M,941515282,2004-09-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BS'],Apartment,6000-8000,8000,"[267265799, 349043348]",5,36424,0
Joseph Williams,M,706418535,2002-02-22,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'WS'],Suite,6000-8000,8000,"[202172786, 914308853]",5,36424,0
Juan Weaver,M,507745694,2005-01-15,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BH' 'BS'],Suite,4000-6000,6000,[348799369],5,36454,0
Ian Stewart,M,293909384,2004-04-24,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MS' 'MH'],Suite,4000-6000,6000,[],5,36513,0
Zachary Smith,M,448486455,2000-07-02,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'SA' 'CS'],Apartment,4000-6000,6000,[936260949],5,36518,0
Benjamin Torres,M,715938332,2005-08-27,Freshman,School of Arts and Sciences,0,0,['MRS' 'SA' 'MS'],Apartment,8000-11000,11000,"[539068557, 409084390]",5,36522,0
Kevin Malone,M,935697109,2005-09-26,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'MZH' 'BS'],Traditional Residence Hall,6000-8000,8000,[],5,36558,0
Christopher Shaffer,M,316912938,2001-07-28,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'RA'],Suite,8000-11000,11000,"[923126790, 147142097]",5,36564,0
Brian Wall,M,575926465,2001-01-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'CS'],Apartment,8000-11000,11000,"[237591994, 778251224]",5,36567,0
Melissa Johnson,F,537712728,2004-02-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'MZH' 'BS'],Apartment,4000-6000,6000,"[323757128, 358456642]",5,36582,0
Terry Browning,M,234275434,2004-10-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'TS' 'SA'],Apartment,6000-8000,8000,"[123339066, 817927857]",5,36582,0
David Moore,M,815821155,2003-01-22,Freshman,School of Communication and Information,0,0,['MZH' 'BS' 'CS'],Apartment,8000-11000,11000,[],5,36593,0
Heather Sanchez,F,946927759,2003-10-25,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'SA' 'NCA'],Apartment,8000-11000,11000,"[762615662, 666131568]",5,36682,0
Jesse Knapp,M,131927039,2005-03-31,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'MH'],Suite,8000-11000,11000,"[526511999, 319484938]",5,36692,0
Alexander Ruiz,M,571217267,2001-05-29,Freshman,School of Arts and Sciences,0,0,['AH' 'WS' 'RA'],Traditional Residence Hall,4000-6000,6000,"[636045720, 788707875]",5,36709,0
Brenda Rosales,F,776440517,2001-08-20,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Apartment,4000-6000,6000,[830038410],5,36717,0
Dr. Monica Morales,F,480855933,2003-11-22,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'TS'],Suite,8000-11000,11000,[],5,36728,0
Joshua Chang,M,291906994,2003-09-24,Freshman,School of Engineering,0,0,['NCA' 'SA' 'AH'],Apartment,4000-6000,6000,"[921141653, 252460885]",5,36741,0
Susan Terrell,F,216612279,2000-09-27,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'MZH'],Suite,8000-11000,11000,"[894416412, 505480221]",5,36796,0
Roger Merritt,M,431596339,2001-01-27,Freshman,School of Engineering,0,0,['SA' 'BS' 'BH'],Apartment,8000-11000,11000,"[211497860, 313205904]",5,36827,0
Samuel Martinez,M,623468890,2000-02-16,Freshman,School of Engineering,0,0,['MH' 'BS' 'MRS'],Traditional Residence Hall,4000-6000,6000,[624842220],5,36873,0
Kathy Woods,F,453283265,2000-11-07,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Apartment,6000-8000,8000,"[978793838, 379445613]",5,36927,0
April Morales,F,466437500,2005-03-14,Freshman,Mason Gross School of the Arts,0,0,['BH' 'SA' 'BS'],Apartment,6000-8000,8000,"[693675027, 666128311]",5,36948,0
Emily Golden,F,990701893,2004-10-18,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Apartment,4000-6000,6000,[627270050],5,36955,0
Matthew Hooper,M,503586381,2005-01-05,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'JS'],Suite,8000-11000,11000,"[956208742, 859192170]",5,36981,0
Stacy Brooks,F,360264326,2000-08-03,Freshman,School of Management and Labor Relations,0,0,['NCA' 'BS' 'MS'],Apartment,4000-6000,6000,[],5,36995,0
Jesse Flores,M,659770728,2003-01-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MZH' 'MS'],Suite,8000-11000,11000,[237189941],5,37015,0
Christine Sexton,F,653079386,2005-09-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'SA'],Traditional Residence Hall,4000-6000,6000,"[923031537, 849055955]",5,37023,0
Katie Miller,F,894059383,2005-05-05,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'BS'],Apartment,4000-6000,6000,[],5,37025,0
Sabrina Guzman,F,967181039,2004-05-01,Freshman,School of Social Work,0,0,['TS' 'WS' 'BS'],Suite,4000-6000,6000,[],5,37035,0
Ian Taylor,M,135990486,2003-06-30,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Suite,6000-8000,8000,[179654404],5,37046,0
