name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Kevin Peters,M,576970890,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'WS'],Suite,1,8000-11000,12000,[204636246],5,15194,0
Andrew Tapia,M,456427173,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'MZH'],Suite,1,8000-11000,12000,[],5,15204,0
Ernest Howard,M,652584383,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'RA'],Apartment,1,8000-11000,12000,[],5,15212,0
David Jones,M,519330393,Freshman,School of Management and Labor Relations,0,0,['MZH' 'BS' 'TS'],Apartment,1,6000-8000,9000,"[384349713, 196979851]",5,15241,0
Susan Brewer,F,291900764,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'BS'],Apartment,1,4000-6000,7000,[],5,15248,0
Brett Cox,M,916142867,Freshman,Mason Gross School of the Arts,0,0,['SA' 'AH' 'MRS'],Apartment,1,6000-8000,9000,"[380554710, 826079798]",5,15256,0
James Schmitt,M,322060192,Freshman,School of Engineering,0,0,['CS' 'BS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[479690885],5,15265,0
Mark Mendez,M,650618170,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'NCA'],Suite,1,4000-6000,7000,"[673088630, 832087313]",5,15280,0
Zachary Wells,M,783121784,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Suite,1,8000-11000,12000,"[822318574, 627822729]",5,15291,0
Jessica Sullivan,F,727043333,Freshman,Mason Gross School of the Arts,0,0,['MS' 'MZH' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[594312179],5,15296,0
Jordan Owen,F,256936774,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'CS'],Suite,1,8000-11000,12000,"[869474270, 463225424]",5,15300,0
Amy Stevens,F,222703106,Freshman,School of Arts and Sciences,0,0,['BH' 'TS' 'SA'],Apartment,1,6000-8000,9000,"[685408734, 356448703]",5,15311,0
James Hamilton,M,750011011,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'NCA'],Apartment,1,6000-8000,9000,"[479112558, 606917904]",5,15315,0
Christine Baker,F,981270286,Freshman,School of Management and Labor Relations,0,0,['CS' 'BS' 'NCA'],Apartment,1,6000-8000,9000,"[216581095, 953827394]",5,15357,0
Brian Smith,M,585180304,Freshman,School of Management and Labor Relations,0,0,['RA' 'NCA' 'BS'],Suite,1,6000-8000,9000,[335820040],5,15375,0
Michael Zhang,M,786521019,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Apartment,1,6000-8000,9000,"[417218027, 330996715]",5,15398,0
Michael Stewart,M,915059482,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'RA'],Suite,1,4000-6000,7000,"[555390139, 553903484]",5,15443,0
Michele Wolfe,F,687712271,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Suite,1,6000-8000,9000,"[833676339, 432983368]",5,15489,0
Michelle Lyons,F,513603316,Freshman,Mason Gross School of the Arts,0,0,['RA' 'AH' 'BS'],Suite,1,6000-8000,9000,"[196842628, 279155414]",5,15492,0
Christopher Garcia,M,860274802,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'SA'],Apartment,1,8000-11000,12000,[],5,15509,0
Ivan Washington,M,605459901,Freshman,School of Communication and Information,0,0,['TS' 'BS' 'AH'],Apartment,1,4000-6000,7000,[],5,15535,0
Elizabeth Padilla,F,473154263,Freshman,School of Engineering,0,0,['MS' 'BS' 'BH'],Apartment,1,8000-11000,12000,[],5,15548,0
Tim Boyd,M,373274278,Freshman,School of Arts and Sciences,0,0,['WS' 'MRS' 'JS'],Suite,1,8000-11000,12000,[870186697],5,15549,0
Barbara Johnson,F,744098382,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Suite,1,8000-11000,12000,"[208515335, 740595294]",5,15569,0
Samantha Nguyen,F,901589478,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Suite,1,6000-8000,9000,"[182759949, 905050779]",5,15586,0
Shannon Boyd,F,778621319,Freshman,School of Arts and Sciences,0,0,['MZH' 'BH' 'RA'],Apartment,1,4000-6000,7000,[321055451],5,15600,0
Michelle Cortez,F,621279894,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MRS' 'BS'],Apartment,1,4000-6000,7000,"[612241169, 506721930]",5,15605,0
Ms. Crystal Johnson,F,780082016,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'TS'],Apartment,1,4000-6000,7000,"[944167622, 866318192]",5,15611,0
Lisa Villanueva,F,897599819,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'SA'],Apartment,1,8000-11000,12000,"[593754958, 314028650]",5,15617,0
Ashley Logan,F,634436162,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Suite,1,8000-11000,12000,[632680008],5,15622,0
Mark Sanchez,M,483386369,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'NCA'],Apartment,1,4000-6000,7000,"[495865938, 503905557]",5,15628,0
Olivia Taylor,F,174460655,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'SA'],Suite,1,8000-11000,12000,"[163896181, 851207395]",5,15653,0
Jeffrey Ross,M,781370371,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[],5,15680,0
Daniel Stevens,M,318974150,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'MZH' 'JS'],Traditional Residence Hall,1,6000-8000,9000,[],5,15686,0
Mark Cook,M,564396263,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'NCA'],Apartment,1,4000-6000,7000,[145823196],5,15708,0
Anthony Sullivan,M,665816837,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MS'],Apartment,1,8000-11000,12000,[961125703],5,15710,0
Mary Greene,F,127752186,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,8000-11000,12000,[],5,15715,0
William Burke,M,576878376,Freshman,School of Engineering,0,0,['SA' 'RA' 'BS'],Apartment,1,6000-8000,9000,"[471133529, 805123154]",5,15745,0
Robert Richardson,M,834995132,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'NCA' 'SA'],Suite,1,8000-11000,12000,"[861260554, 320472063]",5,15760,0
Jason Fischer,M,906924068,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'CS' 'SA'],Suite,1,8000-11000,12000,[],5,15784,0
Christopher Stafford,M,900013008,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'CS'],Apartment,1,8000-11000,12000,"[281664818, 606923622]",5,15804,0
Stacy Vargas,F,406462960,Freshman,School of Communication and Information,0,0,['JS' 'BS' 'MZH'],Traditional Residence Hall,1,4000-6000,7000,[990531147],5,15813,0
Brandi Ritter,F,609616472,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Traditional Residence Hall,1,8000-11000,12000,[345442324],5,15832,0
Anthony Hall,M,637511302,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[289793143, 807478429]",5,15832,0
Kathryn Miller,F,583520529,Freshman,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Suite,1,8000-11000,12000,[178373961],5,15855,0
Jasmine Green,F,235553690,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'BS' 'SA'],Apartment,1,8000-11000,12000,"[510974890, 864806367]",5,15861,0
Larry Garcia,M,728390370,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BS' 'MH'],Traditional Residence Hall,1,8000-11000,12000,[472613629],5,15894,0
Robert Curry,M,833676339,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'AH'],Apartment,1,6000-8000,9000,"[687712271, 432983368]",5,15925,0
Catherine Prince,F,868092165,Freshman,School of Management and Labor Relations,0,0,['MZH' 'RA' 'BS'],Traditional Residence Hall,1,6000-8000,9000,"[792596939, 358373327]",5,15953,0
Karen Russell,F,688295442,Freshman,School of Engineering,0,0,['MRS' 'RA' 'CS'],Suite,1,6000-8000,9000,"[141964928, 439005539]",5,15962,0
Derek Ward,M,448483579,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'AH'],Suite,1,8000-11000,12000,[],5,15963,0
Jennifer Martin,F,356752160,Freshman,School of Arts and Sciences,0,0,['MRS' 'JS' 'WS'],Apartment,1,4000-6000,7000,[],5,15965,0
Paul Rivera,M,950745942,Freshman,School of Engineering,0,0,['BS' 'MS' 'SA'],Suite,1,8000-11000,12000,"[349981641, 556437202]",5,15971,0
Danielle Thompson,F,644525304,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BS' 'RA'],Suite,1,8000-11000,12000,[120766663],5,15980,0
Donald Vaughn,M,547990672,Freshman,School of Arts and Sciences,0,0,['BH' 'NCA' 'MH'],Suite,1,4000-6000,7000,[],5,16002,0
Shannon Lutz,F,861260554,Freshman,School of Arts and Sciences,0,0,['BS' 'MZH' 'MS'],Suite,1,8000-11000,12000,"[834995132, 320472063]",5,16006,0
Todd Cox,M,208515335,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'RA'],Traditional Residence Hall,1,4000-6000,7000,"[744098382, 740595294]",5,16029,0
Diana Miller,F,372444128,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MRS' 'JS'],Apartment,1,6000-8000,9000,[527104426],5,16037,0
Carol Wall,F,537773200,Freshman,School of Arts and Sciences,0,0,['CS' 'MRS' 'WS'],Apartment,1,8000-11000,12000,[],5,16056,0
Robert Richards,M,945792211,Freshman,School of Arts and Sciences,0,0,['MRS' 'MZH' 'MS'],Apartment,1,4000-6000,7000,[],5,16058,0
Brianna Owen,F,811869744,Freshman,School of Social Work,0,0,['SA' 'BS' 'TS'],Suite,1,6000-8000,9000,"[665093300, 630383911]",5,16061,0
Jessica Smith,F,565295999,Freshman,School of Communication and Information,0,0,['MRS' 'RA' 'BS'],Apartment,1,6000-8000,9000,[],5,16087,0
Jennifer Pena,F,214842972,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'MH' 'BS'],Traditional Residence Hall,1,6000-8000,9000,[685968514],5,16089,0
Samantha Clark,F,128247265,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'MZH'],Apartment,1,8000-11000,12000,[562020729],5,16097,0
Anna Todd,F,446639223,Freshman,School of Social Work,0,0,['SA' 'BS' 'NCA'],Apartment,1,8000-11000,12000,[],5,16097,0
Kevin Collins,M,618656480,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MZH' 'MH'],Traditional Residence Hall,1,4000-6000,7000,"[946537631, 335418755]",5,16119,0
Jason Jimenez,M,249421770,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'BH'],Traditional Residence Hall,1,8000-11000,12000,[],5,16129,0
Mark Johnson,M,105314476,Freshman,School of Management and Labor Relations,0,0,['MRS' 'BH' 'SA'],Suite,1,6000-8000,9000,[484247283],5,16134,0
Cassandra Lewis,F,569405519,Freshman,School of Arts and Sciences,0,0,['MRS' 'AH' 'NCA'],Suite,1,4000-6000,7000,"[780510111, 181293295]",5,16142,0
Aaron Alvarado,M,891117504,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MH'],Suite,1,8000-11000,12000,"[462894812, 732984335]",5,16180,0
Erik Shaffer,M,336145831,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Suite,1,6000-8000,9000,[215195148],5,16187,0
Kristen Pham,F,381722946,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'MZH' 'BS'],Suite,1,8000-11000,12000,[],5,16193,0
Caitlin Williams,F,724532855,Freshman,School of Engineering,0,0,['NCA' 'RA' 'BS'],Apartment,1,8000-11000,12000,[114084312],5,16218,0
Rhonda Anderson,F,706552165,Freshman,School of Engineering,0,0,['SA' 'BS' 'NCA'],Suite,1,4000-6000,7000,"[555295717, 492755964]",5,16219,0
Amber Hunter,F,403429268,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'CS' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[270748822, 898020175]",5,16237,0
Timothy Jones,M,609973676,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'NCA'],Suite,1,8000-11000,12000,[597930884],5,16253,0
Jeffrey Pierce,M,933524155,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'MRS'],Suite,1,8000-11000,12000,"[804569432, 414799907]",5,16259,0
Kimberly Tucker,F,876781729,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MZH'],Suite,1,8000-11000,12000,"[624445099, 389924832]",5,16272,0
Nicole Stewart,F,842203613,Freshman,School of Engineering,0,0,['CS' 'MH' 'WS'],Suite,1,8000-11000,12000,[],5,16277,0
Nicole Oliver,F,989022196,Freshman,School of Management and Labor Relations,0,0,['NCA' 'RA' 'MRS'],Apartment,1,8000-11000,12000,"[592113237, 581059571]",5,16295,0
Alexandra Thomas,F,311863929,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'CS'],Apartment,1,6000-8000,9000,"[518287130, 617631128]",5,16298,0
Sara Powell,F,595706846,Freshman,School of Management and Labor Relations,0,0,['BS' 'RA' 'MS'],Suite,1,8000-11000,12000,[495259583],5,16313,0
Tony Gonzalez,M,858742480,Freshman,School of Arts and Sciences,0,0,['MS' 'JS' 'NCA'],Suite,1,8000-11000,12000,[],5,16318,0
Steve Parks,M,635070442,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'MS'],Traditional Residence Hall,1,8000-11000,12000,"[532565005, 377899947]",5,16340,0
Cynthia Ramsey,F,927926843,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'MRS'],Traditional Residence Hall,1,8000-11000,12000,"[539109423, 193314313]",5,16378,0
Joanne Klein,F,472613629,Freshman,School of Communication and Information,0,0,['WS' 'NCA' 'BH'],Traditional Residence Hall,1,8000-11000,12000,"[352861794, 728390370]",5,16385,0
Aaron Grant,M,272667602,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Suite,1,6000-8000,9000,"[485853094, 726969449]",5,16396,0
Laurie Garcia,F,422568261,Freshman,School of Communication and Information,0,0,['WS' 'JS' 'CS'],Apartment,1,8000-11000,12000,"[625038353, 705921759]",5,16402,0
Brandon Bean,M,719341945,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'JS'],Apartment,1,8000-11000,12000,"[616153008, 205018220]",5,16409,0
John Sanford,M,348345218,Freshman,School of Arts and Sciences,0,0,['MRS' 'MS' 'WS'],Suite,1,8000-11000,12000,[],5,16422,0
Eric Davis,M,914449561,Freshman,School of Social Work,0,0,['MH' 'AH' 'MS'],Apartment,1,4000-6000,7000,"[930732656, 837583512]",5,16438,0
Kristy Bowers,F,850109655,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'CS'],Apartment,1,8000-11000,12000,"[500322078, 881449750]",5,16443,0
Timothy Cox,M,815506947,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'TS' 'MZH'],Traditional Residence Hall,1,6000-8000,9000,[],5,16453,0
Brian Lee,M,281612642,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'CS'],Apartment,1,6000-8000,9000,"[884377822, 449065461]",5,16484,0
Matthew Munoz,M,227357230,Freshman,School of Arts and Sciences,0,0,['CS' 'WS' 'BS'],Apartment,1,8000-11000,12000,"[743926919, 750725146]",5,16514,0
Erica Ward,F,610977255,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Suite,1,6000-8000,9000,[],5,16537,0
Christopher Mcdaniel,M,330905890,Freshman,School of Engineering,0,0,['SA' 'MRS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[448476924],5,16542,0
Laura Banks,F,494700181,Freshman,School of Arts and Sciences,0,0,['MRS' 'JS' 'MZH'],Suite,1,8000-11000,12000,"[686765924, 700561786]",5,16544,0
John Davidson,M,264874016,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Apartment,1,8000-11000,12000,[330508247],5,16582,0
Robert Williams,M,772489739,Freshman,School of Arts and Sciences,0,0,['MZH' 'WS' 'NCA'],Suite,1,4000-6000,7000,"[921850324, 205952430]",5,16587,0
Michelle Turner,F,380844098,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'MZH'],Apartment,1,4000-6000,7000,[729411793],5,16599,0
Jocelyn Jackson,F,893229726,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Apartment,1,8000-11000,12000,[788981710],5,16602,0
Francisco Wilson,M,811312761,Freshman,School of Arts and Sciences,0,0,['CS' 'AH' 'SA'],Suite,1,4000-6000,7000,"[162846358, 901253028]",5,16609,0
Tracy Bernard,F,985485860,Freshman,School of Social Work,0,0,['NCA' 'CS' 'JS'],Suite,1,4000-6000,7000,"[136260905, 932255229]",5,16621,0
Adam Gonzales,M,643871245,Freshman,Mason Gross School of the Arts,0,0,['MH' 'TS' 'BS'],Apartment,1,6000-8000,9000,[],5,16632,0
Charles Francis IV,M,511913334,Freshman,School of Communication and Information,0,0,['MRS' 'BS' 'SA'],Suite,1,4000-6000,7000,"[334893667, 664871607]",5,16665,0
Austin Benton,M,706954826,Freshman,School of Social Work,0,0,['BS' 'BH' 'NCA'],Traditional Residence Hall,1,4000-6000,7000,"[739090770, 129987437]",5,16705,0
David Wood,M,682226258,Freshman,School of Arts and Sciences,0,0,['RA' 'MH' 'NCA'],Apartment,1,6000-8000,9000,"[991863631, 360915282]",5,16766,0
Dawn Howell,F,423201589,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'AH' 'BS'],Suite,1,8000-11000,12000,"[856018049, 162655024]",5,16775,0
Rebecca Garcia,F,707999998,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'SA'],Suite,1,8000-11000,12000,[],5,16779,0
Robert Wheeler,M,177017702,Freshman,School of Management and Labor Relations,0,0,['BS' 'NCA' 'MS'],Suite,1,8000-11000,12000,[679018298],5,16787,0
Jonathan Contreras,M,960060395,Freshman,School of Engineering,0,0,['MH' 'CS' 'NCA'],Suite,1,4000-6000,7000,"[776130971, 259230121]",5,16795,0
Jane Parker,F,721448022,Freshman,School of Communication and Information,0,0,['MZH' 'TS' 'MS'],Suite,1,8000-11000,12000,[995831271],5,16798,0
Laura Mora,F,393476557,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Suite,1,6000-8000,9000,"[138433981, 992164837]",5,16850,0
Stacy Wells,F,532652407,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'RA'],Suite,1,4000-6000,7000,"[844696007, 778972963]",5,16875,0
Christopher Arellano,M,939863949,Freshman,School of Communication and Information,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[293098681],5,16878,0
Heather Alvarez,F,198571510,Freshman,School of Arts and Sciences,0,0,['WS' 'MS' 'JS'],Suite,1,8000-11000,12000,"[514486636, 720935744]",5,16906,0
John Garcia,M,967507276,Freshman,Mason Gross School of the Arts,0,0,['SA' 'JS' 'RA'],Apartment,1,8000-11000,12000,"[532850723, 481854622]",5,16907,0
John Lewis,M,808028974,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'CS'],Suite,1,6000-8000,9000,[156034072],5,16922,0
Jon Johnson,M,930283353,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'RA'],Apartment,1,8000-11000,12000,[],5,16926,0
Nicole Anderson,F,797314527,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'JS' 'NCA'],Apartment,1,8000-11000,12000,[805542339],5,16954,0
Jason Fischer,M,268069144,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Suite,1,8000-11000,12000,[],5,16954,0
Charles Gonzales,M,231060797,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'MH'],Apartment,1,6000-8000,9000,"[718800445, 533758434]",5,16966,0
Gloria Lowe,F,705841762,Freshman,Mason Gross School of the Arts,0,0,['TS' 'MH' 'CS'],Apartment,1,4000-6000,7000,[],5,16976,0
Daniel Mora,M,819804305,Freshman,School of Environmental and Biological Sciences,0,0,['MRS' 'RA' 'BS'],Apartment,1,8000-11000,12000,[770556537],5,17013,0
Gina Smith,F,257761110,Freshman,School of Arts and Sciences,0,0,['CS' 'BH' 'NCA'],Apartment,1,4000-6000,7000,"[604771369, 560058820]",5,17027,0
Hayley Hansen,F,142962695,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'JS' 'MH'],Suite,1,6000-8000,9000,"[677086511, 257142408]",5,17039,0
Elizabeth Lopez,F,591475812,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'WS'],Suite,1,8000-11000,12000,[],5,17042,0
Mr. Larry Boyer DVM,M,728232715,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Apartment,1,8000-11000,12000,"[781868527, 586166012]",5,17060,0
Desiree Smith,F,517251476,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'CS' 'MZH'],Apartment,1,8000-11000,12000,[505133924],5,17100,0
Andrew Meza,M,893342178,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'TS'],Suite,1,8000-11000,12000,"[281393124, 375538238]",5,17111,0
Nathan Pham,M,850643583,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'CS' 'BS'],Apartment,1,4000-6000,7000,[479665689],5,17119,0
Andrew Cox,M,517839976,Freshman,School of Arts and Sciences,0,0,['MZH' 'TS' 'JS'],Apartment,1,6000-8000,9000,"[829500494, 120675963]",5,17135,0
Catherine Brock,F,355989517,Freshman,School of Arts and Sciences,0,0,['SA' 'BH' 'RA'],Suite,1,8000-11000,12000,"[692861919, 985563551]",5,17148,0
Harold Miller,M,902687429,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'BS'],Suite,1,6000-8000,9000,[],5,17161,0
Dustin Hernandez,M,898225571,Freshman,School of Management and Labor Relations,0,0,['SA' 'CS' 'BS'],Suite,1,8000-11000,12000,[],5,17199,0
Kurt Jennings,M,788981710,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'BS'],Suite,1,8000-11000,12000,"[886080047, 893229726]",5,17215,0
Andrea Palmer,F,707722329,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'RA'],Suite,1,4000-6000,7000,"[392879282, 643480215]",5,17235,0
Jared Padilla,M,805117727,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MZH'],Apartment,1,6000-8000,9000,[300864700],5,17239,0
Paula Harvey,F,860171125,Freshman,School of Arts and Sciences,0,0,['MH' 'TS' 'SA'],Apartment,1,6000-8000,9000,"[361227025, 202673614]",5,17252,0
Dawn Fitzpatrick,F,265945020,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MH'],Apartment,1,8000-11000,12000,"[917371192, 498618031]",5,17283,0
Charles White,M,990877132,Freshman,School of Engineering,0,0,['BH' 'MS' 'CS'],Suite,1,4000-6000,7000,"[195990859, 490065426]",5,17302,0
Vincent Harris,M,734314101,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Apartment,1,8000-11000,12000,"[937514431, 543801288]",5,17312,0
Jennifer Jordan,F,643075116,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'BS'],Suite,1,4000-6000,7000,"[831854620, 765081342]",5,17347,0
Amy Sherman,F,448196172,Freshman,Mason Gross School of the Arts,0,0,['TS' 'SA' 'BS'],Apartment,1,8000-11000,12000,[],5,17380,0
Lindsey Wong,F,204636246,Freshman,School of Engineering,0,0,['NCA' 'CS' 'BS'],Suite,1,8000-11000,12000,"[842974174, 576970890]",5,17381,0
Sara Hoffman,F,294942623,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'JS'],Suite,1,8000-11000,12000,"[950069971, 937473183]",5,17400,0
Veronica Snyder,F,619619714,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'BH'],Traditional Residence Hall,1,8000-11000,12000,"[119907750, 633205221]",5,17401,0
Dana Smith,F,684184875,Freshman,School of Social Work,0,0,['BS' 'MS' 'NCA'],Apartment,1,8000-11000,12000,[],5,17405,0
Daniel Turner,M,291519249,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'BS' 'NCA'],Apartment,1,8000-11000,12000,"[980347725, 776761069]",5,17416,0
Christine Banks,F,976354782,Freshman,School of Arts and Sciences,0,0,['MZH' 'BH' 'AH'],Apartment,1,4000-6000,7000,[],5,17446,0
Lisa Collins,F,221270015,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'CS' 'BS'],Suite,1,6000-8000,9000,"[565476254, 335210631]",5,17449,0
Angela Jackson,F,571069703,Freshman,Mason Gross School of the Arts,0,0,['BS' 'AH' 'RA'],Suite,1,8000-11000,12000,[],5,17463,0
Joshua Fritz,M,921035880,Freshman,School of Arts and Sciences,0,0,['WS' 'BH' 'MRS'],Traditional Residence Hall,1,8000-11000,12000,"[192999311, 852560833]",5,17469,0
Molly Cline,F,282215184,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'TS'],Apartment,1,8000-11000,12000,"[419122264, 812859212]",5,17471,0
Amanda Morales,F,419268552,Freshman,School of Engineering,0,0,['NCA' 'SA' 'BS'],Suite,1,6000-8000,9000,"[690668864, 406569147]",5,17478,0
Michael Diaz,M,163908259,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'MH'],Apartment,1,6000-8000,9000,[636374306],5,17503,0
Misty Adams,F,416880204,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Suite,1,4000-6000,7000,[579028524],5,17509,0
Dr. Cathy Gonzales,F,111623302,Freshman,School of Arts and Sciences,0,0,['NCA' 'CS' 'RA'],Apartment,1,4000-6000,7000,[534669640],5,17511,0
Ashley Anderson,F,819503419,Freshman,School of Social Work,0,0,['BS' 'TS' 'MZH'],Apartment,1,6000-8000,9000,[],5,17519,0
Katie Fuentes,F,592434300,Freshman,School of Arts and Sciences,0,0,['WS' 'MRS' 'MZH'],Traditional Residence Hall,1,8000-11000,12000,"[454419636, 926845915]",5,17529,0
Briana Smith,F,764311367,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'MRS'],Suite,1,8000-11000,12000,"[524510518, 423915914]",5,17534,0
Meredith Page,F,255803359,Freshman,Mason Gross School of the Arts,0,0,['CS' 'RA' 'WS'],Suite,1,8000-11000,12000,[334484499],5,17539,0
Travis Alvarez,M,778694073,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'RA'],Suite,1,8000-11000,12000,[145361776],5,17545,0
Benjamin Flynn,M,737006994,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'AH'],Suite,1,6000-8000,9000,"[858677134, 211891041]",5,17554,0
Kayla Kaiser,F,350954649,Freshman,School of Arts and Sciences,0,0,['SA' 'TS' 'BS'],Suite,1,8000-11000,12000,"[502796189, 369844862]",5,17562,0
Jack Velasquez,M,544055343,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'MS' 'MH'],Suite,1,4000-6000,7000,[882428232],5,17580,0
