name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Julie Smith,F,464870785,2001-02-09,Sophomore,School of Social Work,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,4000-6000,7000,"[685876362, 371250608]",0,706,0
Mario Gould,M,858143126,2004-01-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'NCA'],Suite,8000-11000,12000,"[409715161, 205983608]",0,715,0
Kathleen Bond,F,472418151,2001-09-05,Senior,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Apartment,4000-6000,7000,"[111005098, 640628495]",0,736,0
Lori Johnson,F,614334269,2000-08-12,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Suite,8000-11000,12000,"[955086130, 177777883]",0,738,0
Omar Davis,M,225628282,2003-11-21,Sophomore,School of Communication and Information,0,0,['BS' 'SA' 'RA'],Suite,8000-11000,12000,[],0,745,0
Christy Arnold,F,202160107,2003-09-11,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Apartment,8000-11000,12000,[872748473],0,752,0
Gregory Patel,M,595614361,2000-12-01,Junior,School of Arts and Sciences,0,0,['BH' 'BS' 'WS'],Suite,4000-6000,7000,[],0,758,0
Monica Parker,F,244532589,1994-01-02,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[979254121],0,774,0
Jennifer Foster,F,622339494,2001-11-30,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MS' 'SA'],Apartment,6000-8000,9000,[],0,783,0
Aaron Lee,M,261891849,2000-02-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'MS'],Suite,6000-8000,9000,[],0,786,0
Austin Anthony MD,M,500873316,2004-07-07,Sophomore,Mason Gross School of the Arts,0,0,['BH' 'BS' 'RA'],Apartment,6000-8000,9000,[597778549],0,804,0
Susan Wood,F,737238233,2000-12-07,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Apartment,4000-6000,7000,[],0,813,0
Tiffany Snyder,F,647416465,1997-10-31,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,9000-10500,11500,"[533542033, 832687168]",0,817,0
David Ryan,M,290165493,2003-10-28,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'JS' 'RA'],Suite,4000-6000,7000,[354230765],0,822,0
Maureen Romero,F,537964945,2002-09-03,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'AH'],Suite,8000-11000,12000,[916815440],0,830,0
Scott Moss,M,497705028,2003-09-28,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MH'],Traditional Residence Hall,6000-8000,9000,[],0,836,0
Christina Berry,F,736365825,1996-09-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,13000,"[474352959, 873048542]",0,841,0
Melinda Goodman,F,970537318,1996-10-07,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[826576761],0,846,0
Sierra Lambert,F,990359525,1998-08-25,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,9000-10500,11500,"[453704076, 869279929]",0,847,0
Katie Cross,F,793514586,2000-01-15,Senior,School of Engineering,0,0,['RA' 'NCA' 'MZH'],Apartment,8000-11000,12000,[855335584],0,865,0
Michael Green,M,220868862,2004-03-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'CS'],Apartment,8000-11000,12000,"[960778102, 764427185]",0,868,0
Timothy Palmer,M,224842791,2001-02-04,Senior,School of Arts and Sciences,0,0,['MS' 'JS' 'RA'],Apartment,8000-11000,12000,[],0,869,0
Jessica Lee,F,844270379,2003-09-30,Senior,School of Communication and Information,0,0,['RA' 'BS' 'MS'],Suite,8000-11000,12000,"[802636076, 617293526]",0,895,0
Emily Donovan,F,308073090,2001-12-11,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'RA'],Suite,4000-6000,7000,"[984059247, 616597201]",0,897,0
Andrew Shannon,M,334044865,2005-09-07,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'AH' 'NCA'],Apartment,6000-8000,9000,[202475239],0,907,0
Cynthia Martin,F,224996239,1999-10-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'AH'],Suite,8000-11000,12000,[107616597],0,926,0
Deanna Hunt,F,313277679,2004-03-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MRS' 'MH'],Apartment,8000-11000,12000,[],0,938,0
Susan Palmer,F,537459002,2000-04-05,Sophomore,School of Engineering,0,0,['WS' 'NCA' 'AH'],Apartment,6000-8000,9000,[591685097],0,944,0
Sarah Duncan,F,557136336,2001-07-27,Sophomore,School of Communication and Information,0,0,['TS' 'MS' 'BS'],Traditional Residence Hall,8000-11000,12000,"[583734050, 408771254]",0,954,0
Richard Harris,M,426290340,2001-01-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MZH' 'RA'],Suite,8000-11000,12000,"[776731345, 998091646]",0,955,0
John Buck,M,559594740,2001-06-08,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Suite,8000-11000,12000,"[484798610, 138620691]",0,961,0
Melissa Murphy,F,416331507,2000-07-04,Senior,Mason Gross School of the Arts,0,0,['MH' 'BS' 'SA'],Suite,8000-11000,12000,"[272852563, 881010624]",0,963,0
Lindsay Jones,F,247599955,2001-05-29,Sophomore,School of Engineering,0,0,['RA' 'BS' 'MZH'],Apartment,8000-11000,12000,"[377921735, 339092033]",0,967,0
Gregory Parsons,M,322887927,2001-05-06,Sophomore,School of Engineering,0,0,['BS' 'NCA' 'RA'],Suite,6000-8000,9000,[],0,968,0
Andre Ferrell,M,613591153,2000-07-11,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'BS' 'SA'],Suite,4000-6000,7000,[415540944],0,986,0
Matthew Smith,M,802550443,2000-09-25,Junior,Mason Gross School of the Arts,0,0,['NCA' 'MH' 'WS'],Suite,8000-11000,12000,[],0,991,0
Diane Thomas,F,913190673,2005-05-08,Sophomore,School of Management and Labor Relations,0,0,['WS' 'TS' 'NCA'],Apartment,8000-11000,12000,[],0,1000,0
Andrew Wallace,M,608756751,2004-03-24,Sophomore,School of Arts and Sciences,0,0,['TS' 'NCA' 'MZH'],Suite,8000-11000,12000,"[600011609, 983052190]",0,1005,0
Dr. Jim Mckinney,M,785017990,1998-11-08,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[],0,1010,0
Thomas Mcdonald,M,876837595,2005-01-29,Junior,School of Social Work,0,0,['MZH' 'RA' 'NCA'],Traditional Residence Hall,8000-11000,12000,"[585438626, 110941140]",0,1017,0
Daniel Williams,M,576508828,1999-11-26,Sophomore,School of Arts and Sciences,0,0,['WS' 'NCA' 'RA'],Apartment,4000-6000,7000,[760848559],0,1019,0
Barbara Griffin,F,565395260,2002-02-17,Senior,School of Arts and Sciences,0,0,['RA' 'WS' 'BS'],Traditional Residence Hall,4000-6000,7000,[],0,1024,0
Eric Douglas,M,432292734,1999-10-10,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[425475376, 517247041]",0,1027,0
Mark Harris,M,986062043,2001-02-04,Senior,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'MRS'],Apartment,4000-6000,7000,"[412115087, 131402808]",0,1036,0
Rebecca Thomas,F,978046965,2001-05-21,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'JS'],Suite,8000-11000,12000,"[956437869, 112256088]",0,1057,0
James Pearson,M,967077089,2004-09-22,Sophomore,School of Arts and Sciences,0,0,['MRS' 'RA' 'JS'],Traditional Residence Hall,6000-8000,9000,[441323217],0,1068,0
Melissa Watts,F,692417270,2003-03-11,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'NCA'],Suite,8000-11000,12000,"[297412978, 305131180]",0,1088,0
Cindy Summers,F,325468987,1999-03-07,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[786226595, 715064475]",0,1091,0
Clifford Hull,M,868704482,1995-12-24,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,9000-10500,11500,[],0,1094,0
Nicholas Ward,M,521566521,2005-01-15,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'RA'],Suite,8000-11000,12000,"[484247283, 105314476]",0,1109,0
Joseph Dudley,M,216609245,2005-03-04,Sophomore,School of Engineering,0,0,['BS' 'RA' 'NCA'],Suite,4000-6000,7000,"[626761271, 365334443]",0,1157,0
William Hale,M,367035756,1995-10-13,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,10500-12000,13000,"[937146637, 360322340]",0,1173,0
Matthew Williams,M,814357804,1999-10-20,Sophomore,School of Communication and Information,0,0,['NCA' 'BS' 'TS'],Apartment,8000-11000,12000,"[849766972, 175854212]",0,1176,0
Matthew Ward,M,602742270,2000-09-14,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'AH'],Suite,8000-11000,12000,[836607153],0,1187,0
Cheyenne Smith,F,195251532,2002-01-28,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'MH' 'RA'],Apartment,6000-8000,9000,"[965956890, 137859193]",0,1204,0
Thomas Smith,M,994668860,2004-02-25,Senior,School of Social Work,0,0,['BS' 'SA' 'MZH'],Apartment,6000-8000,9000,"[694594287, 661443663]",0,1222,0
Deborah Harrison,F,623203232,2003-03-08,Senior,School of Social Work,0,0,['JS' 'MRS' 'SA'],Apartment,8000-11000,12000,[630040164],0,1228,0
Alexandra Smith,F,631681896,2000-09-20,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'NCA'],Apartment,4000-6000,7000,"[397044857, 344307262]",0,1232,0
Mary Drake,F,310465990,1996-07-08,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,9000-10500,11500,"[434614052, 851167672]",0,1234,0
Eric Stanton,M,216383472,2000-04-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'BS'],Suite,8000-11000,12000,"[223835919, 203276565]",0,1252,0
Dwayne Montoya,M,500899005,2004-04-14,Sophomore,School of Arts and Sciences,0,0,['MZH' 'RA' 'CS'],Suite,8000-11000,12000,"[535075222, 481371184]",0,1261,0
Wesley Parsons,M,908446218,1996-08-10,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[],0,1266,0
Mr. Jeffrey Nguyen,M,155192060,2005-05-28,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MRS' 'NCA'],Apartment,6000-8000,9000,"[203572534, 730508560]",0,1267,0
Dustin Walker,M,639884649,2001-09-23,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,6000-8000,9000,[],0,1271,0
Terry Peterson,M,239742371,2001-02-02,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Suite,4000-6000,7000,[],0,1297,0
Steven Wolfe,M,643460572,2004-04-26,Junior,School of Arts and Sciences,0,0,['NCA' 'AH' 'BS'],Apartment,8000-11000,12000,"[158428343, 668298611]",0,1298,0
Andrew Glover,M,185239765,2001-06-12,Sophomore,School of Engineering,0,0,['MZH' 'SA' 'BS'],Apartment,8000-11000,12000,[],0,1305,0
Jason Brown,M,241225895,2005-02-02,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'MRS'],Traditional Residence Hall,6000-8000,9000,"[617413739, 877857792]",0,1323,0
Randall Wells,M,167443468,2001-11-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'CS'],Traditional Residence Hall,8000-11000,12000,[582250803],0,1331,0
Michael Lopez,M,492988124,2000-09-01,Sophomore,School of Arts and Sciences,0,0,['CS' 'AH' 'BS'],Suite,8000-11000,12000,[],0,1338,0
Shawn Gomez,M,598377926,2001-01-03,Senior,School of Engineering,0,0,['BS' 'MH' 'TS'],Suite,8000-11000,12000,[534931610],0,1349,0
Allison Thomas,F,395225718,1994-10-28,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[939087583, 550241506]",0,1351,0
Timothy Bowers,M,154070887,2003-06-05,Junior,School of Communication and Information,0,0,['SA' 'BS' 'NCA'],Suite,8000-11000,12000,[],0,1361,0
Mrs. Joan Sanchez,F,397788531,2003-03-12,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'CS'],Traditional Residence Hall,8000-11000,12000,"[577110128, 805085984]",0,1367,0
Paul Jenkins,M,864422747,2001-06-28,Senior,School of Engineering,0,0,['JS' 'MS' 'NCA'],Suite,8000-11000,12000,[],0,1374,0
Kyle Thompson,M,943638135,2000-03-15,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'RA' 'CS'],Apartment,8000-11000,12000,"[663095454, 824540192]",0,1379,0
Sherry Beasley,F,562056317,2002-06-19,Senior,School of Arts and Sciences,0,0,['WS' 'RA' 'AH'],Apartment,8000-11000,12000,[],0,1385,0
Benjamin Tucker,M,271571443,2005-05-03,Senior,School of Communication and Information,0,0,['BS' 'NCA' 'MS'],Traditional Residence Hall,8000-11000,12000,[738821164],0,1390,0
Michael Robles,M,307895159,1994-05-17,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,13000,[876054341],0,1404,0
Maria Richardson,F,354073269,2000-07-14,Sophomore,School of Communication and Information,0,0,['AH' 'NCA' 'BS'],Apartment,4000-6000,7000,"[869759276, 995507056]",0,1405,0
Mark Brown,M,152524625,2001-02-19,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'JS' 'SA'],Suite,4000-6000,7000,[],0,1413,0
Tyler Knight,M,371250608,2002-08-31,Sophomore,School of Social Work,0,0,['BS' 'RA' 'MS'],Apartment,8000-11000,12000,[464870785],0,1417,0
Thomas Garcia,M,565383165,2004-01-05,Sophomore,School of Communication and Information,0,0,['CS' 'BS' 'MRS'],Apartment,6000-8000,9000,[],0,1417,0
Bethany Mcdonald,F,823829585,2005-06-03,Sophomore,School of Management and Labor Relations,0,0,['AH' 'RA' 'SA'],Apartment,8000-11000,12000,[],0,1423,0
Collin Alexander,M,785480049,2001-04-25,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Apartment,8000-11000,12000,[],0,1425,0
Kyle Larson,M,911098707,2005-08-02,Junior,School of Social Work,0,0,['BH' 'JS' 'MZH'],Suite,4000-6000,7000,[756041257],0,1426,0
Ms. Jessica Matthews MD,F,463195910,2000-08-22,Sophomore,School of Engineering,0,0,['BS' 'MH' 'NCA'],Apartment,8000-11000,12000,[],0,1427,0
Scott Bailey Jr.,M,931246376,2004-06-05,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'JS'],Apartment,4000-6000,7000,[843774388],0,1432,0
Christopher Charles,M,359785318,1999-10-31,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'WS'],Traditional Residence Hall,8000-11000,12000,"[814495139, 497150032]",0,1437,0
Mindy Perry,F,127127166,1999-05-31,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[284914439, 736260713]",0,1457,0
Anthony Moore,M,592113237,2002-08-10,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,8000-11000,12000,"[989022196, 581059571]",0,1471,0
Mrs. Jamie Wilson MD,F,930486862,2004-01-22,Senior,School of Engineering,0,0,['WS' 'JS' 'MH'],Apartment,8000-11000,12000,"[197279174, 740899683]",0,1512,0
Angel White,F,436781197,2003-11-19,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,8000-11000,12000,"[141612062, 938377782]",0,1522,0
Rebekah Clayton,F,435229160,2004-11-25,Sophomore,School of Communication and Information,0,0,['BS' 'SA' 'MZH'],Suite,8000-11000,12000,[499720694],0,1526,0
Tiffany Cooper,F,785475907,1998-07-01,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,13000,[875842074],0,1526,0
Connie Lee,F,289321107,2005-04-26,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Suite,6000-8000,9000,[171337876],0,1556,0
Nicolas Vargas,M,861315507,2003-08-22,Senior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'JS'],Traditional Residence Hall,4000-6000,7000,"[311190554, 531659482]",0,1559,0
Cody Waller Jr.,M,225922460,1999-11-23,Junior,School of Communication and Information,0,0,['MRS' 'AH' 'BS'],Apartment,8000-11000,12000,"[620911383, 788605737]",0,1578,0
Shane Norris,M,216218949,2000-05-21,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'NCA'],Apartment,4000-6000,7000,[],0,1579,0
Christian Farley,M,361856645,2005-06-03,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'JS'],Apartment,6000-8000,9000,"[898511029, 376298427]",0,1604,0
James Watkins,M,340411000,2001-11-02,Sophomore,School of Communication and Information,0,0,['NCA' 'BH' 'MS'],Suite,8000-11000,12000,"[521568200, 646928074]",0,1612,0
Suzanne Williams,F,502115128,2001-10-09,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,4000-6000,7000,"[522298674, 766580233]",0,1626,0
Erica Cooper,F,121668135,1999-12-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'CS'],Apartment,8000-11000,12000,[930133022],0,1626,0
Lawrence Schmidt,M,607286113,2003-02-18,Sophomore,School of Engineering,0,0,['NCA' 'SA' 'MZH'],Apartment,8000-11000,12000,"[941549748, 277133278]",0,1635,0
Amy Banks,F,424814190,1995-07-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[332034757, 777013717]",0,1642,0
Richard Wilson,M,497954559,1994-05-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[711333981, 786436991]",0,1678,0
Jessica Hansen,F,145228369,1999-11-07,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'JS'],Apartment,8000-11000,12000,[],0,1682,0
Samantha Wright,F,569804910,2000-05-02,Sophomore,School of Management and Labor Relations,0,0,['JS' 'BS' 'SA'],Apartment,4000-6000,7000,[],0,1712,0
Jason Bullock,M,707617707,1994-08-12,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,10500-12000,13000,"[760033698, 735676559]",0,1722,0
Chelsea Brown,F,219807836,2005-05-04,Senior,School of Engineering,0,0,['RA' 'SA' 'TS'],Suite,4000-6000,7000,"[686608239, 703100485]",0,1731,0
Courtney Young,F,701354917,2003-01-15,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'WS'],Apartment,6000-8000,9000,"[662628615, 962706004]",0,1746,0
Austin Mueller,M,522625204,2004-10-15,Junior,School of Communication and Information,0,0,['RA' 'NCA' 'MH'],Apartment,4000-6000,7000,"[137343151, 539048994]",0,1747,0
Walter Collins,M,702836042,2004-04-20,Sophomore,School of Engineering,0,0,['BS' 'MRS' 'MH'],Apartment,6000-8000,9000,[254711925],0,1749,0
Elizabeth White,F,446049684,2003-01-08,Junior,School of Communication and Information,0,0,['TS' 'NCA' 'CS'],Suite,8000-11000,12000,"[762604161, 736735962]",0,1765,0
Michael Coleman,M,690668864,2004-03-19,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'AH'],Traditional Residence Hall,4000-6000,7000,"[419268552, 406569147]",0,1780,0
Janet Nelson,F,166670897,2003-05-31,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'BH'],Suite,4000-6000,7000,[552244812],0,1819,0
Jesse Wu,M,329080216,1999-12-20,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[],0,1841,0
Kaitlin Roberts,F,758097918,2002-04-06,Junior,Mason Gross School of the Arts,0,0,['BH' 'BS' 'RA'],Apartment,4000-6000,7000,"[533104793, 767245122]",0,1847,0
Craig Jackson,M,604771369,2002-10-02,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MH' 'MS'],Apartment,8000-11000,12000,"[257761110, 560058820]",0,1865,0
Raven Gamble,F,883914977,1998-02-22,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,9000-10500,11500,"[886030092, 151135427]",0,1879,0
Jeremy Hall,M,390346299,1998-03-12,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,13000,[],0,1879,0
Renee Ford,F,208065723,1999-10-17,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[761969699, 378446496]",0,1895,0
Charles Long,M,380999195,2004-12-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'NCA'],Suite,8000-11000,12000,[],0,1896,0
Samuel Martin,M,216477346,1998-12-19,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,[124253840],0,1912,0
Amy Gonzales,F,844716477,2001-09-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MRS' 'CS'],Traditional Residence Hall,8000-11000,12000,"[730067784, 724368520]",0,1933,0
Danielle Yoder,F,218467051,2001-11-29,Sophomore,School of Arts and Sciences,0,0,['JS' 'RA' 'SA'],Apartment,8000-11000,12000,"[843774388, 931246376]",0,1943,0
Jamie Carter PhD,F,328260343,1993-11-20,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,10500-12000,13000,[],0,1943,0
Jennifer Anderson,F,182806221,2003-06-21,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,4000-6000,7000,"[502647216, 645408638]",0,1948,0
William Kennedy,M,161606984,2001-05-06,Sophomore,School of Arts and Sciences,0,0,['NCA' 'AH' 'MZH'],Suite,8000-11000,12000,"[839947282, 530903454]",0,1955,0
Tyler Mcdonald,M,917169561,2004-08-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Suite,4000-6000,7000,[],0,1965,0
Eric Stephens,M,647595096,2005-06-16,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'SA'],Suite,8000-11000,12000,[],0,1987,0
Frederick George,M,108485739,2000-06-21,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Apartment,6000-8000,9000,[],0,1998,0
Emily Zamora,F,141454056,2000-12-04,Sophomore,School of Communication and Information,0,0,['TS' 'RA' 'SA'],Apartment,4000-6000,7000,[],0,2014,0
Andrew Davis,M,587832424,1997-03-05,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[897516121, 580814321]",0,2029,0
Deborah Smith,F,868358319,2004-04-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'RA' 'MZH'],Apartment,8000-11000,12000,"[309577010, 805394878]",0,2047,0
Victoria Shannon,F,427428020,2001-06-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'WS' 'BH'],Suite,8000-11000,12000,"[330508247, 264874016]",0,2054,0
Stephanie Boyer,F,581059571,2001-05-14,Junior,School of Management and Labor Relations,0,0,['WS' 'SA' 'RA'],Apartment,4000-6000,7000,[989022196],0,2071,0
Marie Williams,F,376370865,2003-04-23,Sophomore,School of Arts and Sciences,0,0,['SA' 'CS' 'MS'],Suite,8000-11000,12000,[525392600],0,2073,0
Dawn Gilbert,F,665142788,1997-08-17,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,10500-12000,13000,[359980419],0,2080,0
Aaron Gentry,M,607026138,2002-11-24,Senior,School of Social Work,0,0,['NCA' 'TS' 'SA'],Apartment,4000-6000,7000,"[198620862, 257440275]",0,2085,0
James Waters,M,980347725,2000-10-13,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'BS' 'RA'],Traditional Residence Hall,8000-11000,12000,"[291519249, 776761069]",0,2100,0
Shannon Thomas,F,212250825,2003-09-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'MH' 'SA'],Suite,4000-6000,7000,"[631079418, 537965443]",0,2122,0
Priscilla Adkins,F,881426175,1996-04-22,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,13000,[],0,2141,0
Amy Anderson,F,334335106,2004-08-02,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'SA'],Apartment,4000-6000,7000,[708902739],0,2144,0
Christine Christensen,F,209860307,1999-09-07,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,9000-10500,11500,[],0,2144,0
Mary Dawson,F,331857751,1995-04-01,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,9000-10500,11500,[],0,2174,0
Marilyn Myers,F,725939680,2005-09-14,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'MS'],Apartment,8000-11000,12000,"[528701579, 770261941]",0,2187,0
Darius Bailey,M,511630942,2000-11-12,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'BS'],Suite,8000-11000,12000,[545611698],0,2189,0
Sarah Walker,F,748818775,2000-01-13,Sophomore,School of Engineering,0,0,['MZH' 'SA' 'RA'],Suite,8000-11000,12000,[],0,2190,0
Gregory West,M,508468074,2001-01-20,Junior,School of Management and Labor Relations,0,0,['RA' 'TS' 'BS'],Traditional Residence Hall,6000-8000,9000,"[408019826, 291862477]",0,2197,0
Michelle Wood,F,807146342,2002-01-18,Sophomore,School of Arts and Sciences,0,0,['MH' 'MS' 'SA'],Apartment,8000-11000,12000,"[427153087, 951426150]",0,2218,0
Timothy Clarke,M,615158495,2001-06-22,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'JS' 'MH'],Suite,4000-6000,7000,"[385943600, 100491164]",0,2223,0
Bryan Malone,M,445473695,2001-11-09,Senior,School of Arts and Sciences,0,0,['MH' 'CS' 'AH'],Apartment,8000-11000,12000,[832329315],0,2227,0
Heather Cannon,F,533104793,2002-11-09,Senior,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Traditional Residence Hall,8000-11000,12000,"[758097918, 767245122]",0,2234,0
Nina Ryan,F,437037172,2000-11-24,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Apartment,8000-11000,12000,"[449558716, 524820720]",0,2235,0
Christopher Hartman,M,277212858,2000-08-01,Junior,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Apartment,8000-11000,12000,[915021141],0,2243,0
Lydia Anderson,F,712059240,2003-10-02,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'BH' 'RA'],Traditional Residence Hall,4000-6000,7000,[],0,2244,0
Erika Brown,F,865545385,2000-04-02,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MH'],Suite,8000-11000,12000,[923980207],0,2264,0
Kathryn Salazar,F,572402743,2000-07-09,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'TS'],Suite,4000-6000,7000,[],0,2266,0
Kevin Morgan,M,473621552,2003-05-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'NCA'],Suite,4000-6000,7000,[],0,2281,0
Dalton Barrett,M,259710294,1997-05-18,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,9000-10500,11500,"[869374457, 751596246]",0,2343,0
David Moore,M,306730447,2003-04-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'TS' 'BS'],Suite,6000-8000,9000,[],0,2354,0
